Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
129,4.3,1198.87,964.78,1.0,1218.86,948.75,1.0,1188.74,948.26,0.92,1268.65,945.63,0.99,1189.47,945.02,0.03,1343.94,1005.09,1.0,1208.74,990.39,1.0,1432.5,1115.07,1.0,1183.51,1072.01,0.98,1475.22,1236.9,0.99,1150.66,1163.8,0.98,1378.34,1157.4,1.0,1297.11,1142.31,0.99,1310.51,1122.3,0.99,1177.17,1076.3,0.99,1220.17,1238.38,0.97,1209.35,1234.4,0.97
130,4.333,1208.29,961.77,1.0,1226.94,944.81,1.0,1197.5,945.28,0.92,1274.68,939.27,0.99,1197.27,941.37,0.03,1345.22,1001.04,1.0,1217.23,992.55,1.0,1434.03,1109.86,1.0,1186.79,1074.97,0.98,1475.67,1233.88,0.99,1149.78,1162.76,0.98,1388.41,1166.57,1.0,1312.12,1154.27,0.99,1291.17,1113.59,0.99,1181.99,1076.13,0.99,1211.15,1249.62,0.97,1206.59,1242.02,0.97
131,4.367,1213.43,954.8,1.0,1232.18,938.45,1.0,1203.92,938.15,0.91,1281.08,933.98,0.99,1205.54,934.21,0.03,1350.78,997.44,1.0,1223.09,988.98,1.0,1437.83,1109.43,1.0,1193.11,1075.99,0.99,1476.69,1234.67,0.99,1148.26,1161.16,0.99,1391.7,1172.51,1.0,1315.8,1160.41,0.99,1275.82,1109.85,0.99,1186.5,1077.48,0.99,1214.92,1245.92,0.95,1203.35,1243.51,0.96
132,4.4,1220.29,945.98,1.0,1238.84,929.92,1.0,1212.1,928.97,0.88,1287.28,928.55,0.99,1216.93,926.76,0.02,1359.1,995.98,1.0,1234.5,985.0,1.0,1444.3,1108.8,1.0,1200.58,1073.59,0.99,1473.6,1234.8,1.0,1149.66,1158.11,0.99,1400.99,1168.82,1.0,1327.24,1153.99,1.0,1283.98,1116.99,0.99,1196.9,1076.11,0.99,1201.57,1253.44,0.97,1198.92,1239.53,0.97
133,4.433,1227.58,940.0,1.0,1246.42,923.42,1.0,1219.57,922.69,0.87,1296.72,923.99,0.99,1226.96,921.97,0.02,1366.26,994.97,1.0,1249.14,983.51,1.0,1449.87,1110.13,1.0,1206.86,1072.59,0.99,1471.72,1237.04,1.0,1149.65,1155.84,0.99,1408.83,1170.78,1.0,1340.22,1155.1,1.0,1277.53,1117.0,0.99,1205.23,1078.44,0.99,1188.02,1253.87,0.97,1188.13,1237.91,0.97
134,4.467,1237.8,934.51,1.0,1256.88,916.66,1.0,1228.31,917.25,0.89,1308.35,916.52,0.99,1234.55,917.52,0.02,1374.13,990.98,1.0,1260.05,981.86,1.0,1456.69,1110.78,1.0,1215.86,1073.93,0.99,1472.92,1236.11,1.0,1152.14,1151.39,0.99,1413.23,1174.66,1.0,1346.44,1159.2,1.0,1279.44,1114.91,0.99,1212.73,1075.28,0.99,1184.1,1255.15,0.97,1182.14,1234.66,0.97
135,4.5,1246.07,926.08,1.0,1264.23,909.58,1.0,1238.83,909.05,0.82,1316.65,910.41,0.99,1250.72,908.88,0.01,1382.66,985.32,1.0,1274.94,974.72,1.0,1462.23,1107.68,1.0,1227.95,1070.62,0.99,1471.1,1234.3,1.0,1156.14,1149.04,0.99,1416.43,1173.57,0.99,1353.45,1156.96,0.99,1278.32,1112.19,0.99,1214.31,1074.78,0.99,1181.84,1253.47,0.97,1182.95,1234.99,0.97
136,4.533,1252.22,917.72,1.0,1269.47,901.36,1.0,1245.47,900.73,0.78,1322.62,902.17,0.99,1260.65,900.27,0.01,1388.18,980.49,1.0,1290.32,967.12,1.0,1464.8,1099.48,1.0,1241.54,1069.25,0.98,1468.52,1229.56,1.0,1173.49,1147.84,0.99,1417.64,1170.83,1.0,1361.3,1150.72,1.0,1278.26,1122.05,1.0,1213.69,1071.36,0.99,1177.92,1250.07,0.98,1191.15,1234.21,0.98
137,4.567,1260.67,910.17,1.0,1276.67,894.77,1.0,1255.52,894.22,0.7,1329.71,898.01,0.99,1275.07,896.53,0.01,1398.1,976.7,1.0,1300.55,962.64,0.99,1473.32,1098.94,1.0,1256.67,1070.56,0.97,1471.69,1228.22,1.0,1188.82,1148.66,0.98,1418.33,1169.68,1.0,1361.69,1148.34,1.0,1283.92,1121.78,1.0,1217.55,1065.82,0.99,1179.77,1248.92,0.99,1190.03,1232.78,0.98
138,4.6,1270.74,902.65,0.99,1286.43,887.97,1.0,1266.24,886.89,0.63,1338.04,894.46,0.99,1287.3,891.57,0.01,1409.06,975.35,1.0,1311.03,960.35,0.99,1480.06,1097.08,1.0,1275.5,1072.66,0.85,1467.32,1225.06,1.0,1208.06,1166.03,0.86,1422.75,1170.42,1.0,1364.76,1148.35,0.99,1292.76,1115.39,1.0,1222.14,1059.8,0.99,1189.6,1246.97,0.99,1184.37,1240.81,0.98
139,4.633,1280.17,898.38,0.99,1294.39,883.26,1.0,1275.55,883.18,0.56,1345.43,888.84,0.99,1298.51,888.72,0.01,1420.22,971.81,1.0,1321.94,960.04,0.99,1491.08,1094.65,1.0,1291.0,1079.84,0.83,1467.04,1220.01,1.0,1231.03,1177.24,0.83,1429.94,1172.45,1.0,1371.46,1150.77,0.99,1293.27,1114.9,1.0,1225.66,1057.78,0.98,1187.54,1248.47,0.98,1181.27,1241.32,0.96
140,4.667,1287.52,894.99,0.99,1300.04,879.97,0.99,1284.7,879.87,0.42,1351.03,884.22,0.99,1311.89,884.71,0.01,1428.58,968.03,1.0,1330.83,956.2,0.98,1501.24,1092.07,1.0,1315.71,1076.47,0.81,1470.49,1215.49,1.0,1269.86,1171.01,0.82,1429.4,1169.89,1.0,1370.02,1148.19,0.99,1296.01,1109.27,1.0,1228.25,1054.79,0.99,1186.97,1245.76,0.98,1181.81,1239.33,0.97
141,4.7,1295.42,894.45,0.98,1307.51,880.05,0.99,1293.28,879.12,0.33,1357.8,883.27,0.98,1323.23,881.53,0.01,1433.38,964.16,1.0,1343.42,950.37,0.98,1505.87,1088.65,1.0,1334.63,1072.93,0.79,1476.99,1210.31,1.0,1291.84,1167.03,0.81,1432.02,1170.7,1.0,1377.5,1147.97,0.99,1290.34,1107.57,1.0,1231.23,1053.98,0.98,1186.91,1244.11,0.98,1178.52,1237.1,0.97
142,4.733,1307.92,893.25,0.99,1320.65,879.19,0.99,1305.83,877.74,0.47,1371.81,882.67,0.99,1335.66,879.49,0.01,1438.73,965.31,1.0,1359.41,947.91,0.98,1518.08,1088.22,1.0,1364.8,1066.79,0.67,1496.3,1205.98,0.99,1326.82,1156.24,0.69,1423.66,1171.24,1.0,1375.09,1147.18,0.99,1294.07,1106.15,1.0,1231.92,1051.36,0.99,1189.08,1238.04,0.99,1174.35,1234.26,0.98
143,4.767,1313.12,891.38,0.98,1324.84,877.33,0.99,1312.66,875.6,0.38,1375.7,881.71,0.99,1348.87,877.21,0.01,1445.59,965.42,1.0,1375.82,945.86,0.95,1529.22,1090.69,1.0,1393.3,1059.69,0.41,1508.79,1205.22,0.99,1354.48,1153.56,0.44,1425.8,1172.85,1.0,1382.99,1148.04,0.98,1289.26,1099.29,1.0,1232.88,1053.77,0.98,1187.97,1237.68,0.99,1167.29,1231.86,0.97
144,4.8,1321.93,890.53,0.97,1331.47,876.72,0.99,1323.28,874.69,0.24,1381.79,881.46,0.99,1366.07,875.92,0.01,1452.6,966.37,1.0,1390.37,941.33,0.95,1534.01,1089.43,1.0,1402.98,1045.06,0.41,1525.97,1206.85,0.99,1375.78,1136.14,0.43,1425.27,1173.27,1.0,1387.05,1146.34,0.98,1289.86,1098.85,1.0,1234.19,1052.76,0.98,1187.03,1236.18,0.99,1156.12,1230.5,0.98
145,4.833,1328.7,889.11,0.94,1335.68,875.29,0.97,1331.55,873.63,0.14,1384.92,880.74,0.98,1381.99,875.93,0.0,1457.16,966.24,1.0,1407.53,942.49,0.95,1539.91,1087.87,1.0,1421.31,1049.09,0.49,1550.27,1205.5,0.99,1402.35,1133.05,0.49,1421.5,1175.82,1.0,1391.38,1149.32,0.99,1289.25,1098.4,1.0,1235.3,1055.64,0.99,1184.52,1236.47,0.99,1146.87,1230.3,0.98
146,4.867,1338.58,889.43,0.95,1345.84,875.16,0.97,1341.44,873.86,0.16,1395.29,880.95,0.98,1390.96,876.69,0.0,1463.61,967.57,1.0,1414.76,943.32,0.95,1544.59,1086.0,1.0,1421.38,1044.02,0.52,1573.93,1197.94,0.99,1404.4,1120.09,0.52,1417.86,1175.74,1.0,1388.5,1149.18,0.99,1288.82,1096.83,1.0,1234.73,1056.04,0.99,1181.43,1237.41,1.0,1131.7,1224.68,0.98
147,4.9,1345.9,891.4,0.97,1354.01,876.08,0.98,1348.22,874.81,0.24,1404.36,880.34,0.98,1395.99,875.97,0.01,1467.24,967.32,1.0,1422.24,944.96,0.95,1550.49,1084.62,1.0,1431.93,1046.45,0.49,1596.74,1197.01,0.99,1422.73,1119.67,0.5,1418.32,1177.52,1.0,1391.41,1152.62,0.99,1290.38,1090.84,1.0,1236.38,1056.64,0.99,1185.51,1234.53,1.0,1128.32,1220.15,0.98
148,4.933,1352.28,891.43,0.95,1359.01,875.8,0.97,1355.59,874.87,0.19,1408.53,879.4,0.98,1407.04,875.87,0.01,1471.7,967.05,1.0,1431.84,944.81,0.96,1555.27,1085.66,0.99,1442.17,1043.99,0.51,1610.35,1197.38,0.99,1441.49,1111.06,0.49,1417.46,1175.93,1.0,1393.46,1151.32,0.99,1291.94,1088.94,1.0,1238.3,1058.2,0.99,1185.17,1234.57,1.0,1117.61,1215.47,0.99
149,4.967,1357.78,892.06,0.96,1365.28,877.91,0.99,1361.36,875.18,0.13,1417.88,881.09,0.99,1413.49,873.81,0.0,1487.37,969.07,1.0,1440.12,937.74,0.94,1570.99,1088.39,1.0,1457.82,1025.93,0.34,1611.56,1194.91,1.0,1442.23,1123.54,0.36,1420.21,1185.86,1.0,1390.74,1155.46,0.99,1294.02,1081.62,1.0,1235.71,1047.83,0.99,1186.69,1230.28,1.0,1110.75,1204.98,0.98
150,5.0,1364.91,893.92,0.94,1371.48,880.17,0.97,1369.01,877.1,0.11,1420.91,883.23,0.99,1422.12,874.95,0.0,1493.75,971.52,1.0,1448.88,939.17,0.95,1576.22,1090.12,1.0,1472.86,1026.3,0.39,1625.07,1191.99,1.0,1471.63,1119.33,0.38,1420.92,1184.15,1.0,1393.0,1152.73,0.99,1294.36,1080.04,1.0,1237.04,1047.25,0.99,1188.01,1225.64,1.0,1104.89,1195.44,0.98
151,5.033,1372.49,894.57,0.93,1381.8,880.17,0.96,1376.12,878.34,0.16,1430.46,883.49,0.98,1426.6,876.69,0.01,1500.42,967.74,1.0,1465.44,946.06,0.93,1593.72,1080.29,0.99,1506.27,1037.51,0.34,1623.08,1167.86,0.98,1524.58,1122.17,0.29,1432.45,1178.04,0.99,1411.86,1150.06,0.98,1282.53,1076.19,1.0,1247.63,1046.39,0.98,1185.03,1222.22,0.99,1118.25,1181.72,0.97
152,5.067,1378.93,895.55,0.9,1387.71,881.69,0.95,1383.75,879.54,0.12,1436.06,885.83,0.97,1437.45,878.15,0.01,1504.83,970.82,1.0,1474.31,946.16,0.93,1601.87,1088.59,0.99,1518.01,1039.16,0.34,1632.27,1170.11,0.98,1538.48,1121.53,0.27,1434.22,1178.84,0.99,1416.35,1149.33,0.97,1286.73,1076.21,1.0,1252.06,1042.78,0.98,1186.24,1223.11,0.99,1118.14,1174.96,0.97
153,5.1,1386.87,897.33,0.96,1395.22,884.34,0.99,1389.73,879.25,0.11,1446.48,887.46,0.99,1443.23,872.54,0.0,1507.96,980.69,1.0,1480.61,930.65,0.93,1608.88,1106.01,1.0,1529.99,1003.84,0.33,1658.32,1190.79,1.0,1543.87,1104.05,0.38,1416.08,1190.78,1.0,1398.67,1151.16,0.98,1285.09,1073.38,1.0,1241.25,1029.54,0.98,1183.7,1216.36,0.99,1112.24,1173.5,0.97
154,5.133,1396.93,899.14,0.94,1402.85,885.43,0.97,1402.57,882.37,0.12,1453.21,886.97,0.98,1461.25,877.87,0.0,1519.56,980.45,1.0,1496.87,938.34,0.94,1623.84,1119.89,1.0,1546.97,1026.08,0.4,1668.31,1189.87,0.99,1565.39,1090.21,0.38,1425.26,1188.11,1.0,1411.82,1151.74,0.99,1291.02,1070.45,1.0,1247.75,1035.9,0.98,1189.6,1220.59,0.99,1113.71,1172.7,0.98
155,5.167,1407.98,900.55,0.95,1413.81,886.35,0.98,1412.44,884.03,0.18,1461.96,886.74,0.98,1467.46,879.8,0.01,1524.01,976.94,1.0,1502.14,944.72,0.96,1626.49,1108.54,1.0,1555.09,1049.4,0.48,1688.81,1177.78,0.99,1595.18,1118.59,0.44,1429.73,1184.66,1.0,1417.55,1152.09,0.99,1289.26,1068.22,1.0,1249.15,1033.89,0.99,1188.65,1218.63,0.99,1119.38,1170.31,0.98
156,5.2,1415.83,898.8,0.95,1420.93,884.44,0.97,1421.26,882.79,0.16,1468.98,885.89,0.98,1477.39,881.2,0.01,1532.41,978.95,1.0,1505.72,948.85,0.96,1636.68,1112.45,1.0,1550.68,1052.86,0.46,1698.03,1184.56,0.99,1582.36,1117.71,0.39,1432.13,1187.89,1.0,1417.27,1156.61,0.99,1291.81,1064.99,1.0,1250.44,1033.39,0.98,1191.07,1218.36,0.99,1126.44,1175.19,0.98
157,5.233,1421.85,899.65,0.95,1426.98,885.49,0.97,1427.96,883.71,0.19,1476.12,886.32,0.98,1486.46,881.03,0.01,1532.41,975.78,1.0,1513.66,945.96,0.97,1624.76,1098.54,1.0,1549.49,1044.48,0.54,1708.29,1189.25,0.99,1589.79,1111.14,0.47,1431.45,1186.98,1.0,1422.16,1156.19,0.99,1293.04,1065.62,1.0,1256.72,1030.22,0.98,1191.81,1216.76,0.99,1137.49,1171.69,0.98
158,5.267,1429.64,899.89,0.94,1434.51,885.96,0.97,1436.34,884.44,0.18,1480.99,888.25,0.98,1494.7,883.82,0.01,1535.13,978.17,1.0,1519.05,952.28,0.97,1627.53,1103.31,1.0,1555.33,1056.29,0.58,1708.28,1190.32,0.99,1598.87,1120.57,0.49,1432.37,1183.46,1.0,1425.12,1154.98,0.99,1293.68,1061.64,1.0,1259.49,1031.68,0.98,1195.25,1214.72,0.99,1148.11,1172.91,0.98
159,5.3,1440.58,901.58,0.95,1446.33,887.21,0.97,1446.12,885.45,0.25,1491.94,888.15,0.98,1498.85,883.36,0.01,1538.93,979.77,1.0,1521.26,953.37,0.97,1628.84,1105.6,1.0,1554.89,1059.54,0.61,1705.68,1190.89,0.99,1598.19,1121.75,0.53,1432.81,1184.75,1.0,1424.4,1156.58,0.99,1295.22,1060.22,1.0,1262.3,1029.48,0.98,1202.53,1212.26,0.99,1158.73,1174.87,0.98
160,5.333,1448.53,902.73,0.96,1456.35,888.95,0.98,1454.02,886.91,0.31,1502.72,892.86,0.98,1502.79,886.96,0.01,1542.78,983.13,1.0,1522.99,956.36,0.97,1627.08,1104.9,0.99,1550.64,1054.33,0.6,1703.39,1191.82,0.99,1589.08,1114.92,0.53,1435.28,1182.99,1.0,1425.52,1155.79,0.98,1296.12,1057.01,1.0,1264.08,1031.2,0.98,1209.1,1209.61,0.99,1170.3,1178.08,0.97
161,5.367,1456.79,902.02,0.95,1464.03,888.52,0.97,1462.8,886.85,0.26,1507.54,893.69,0.98,1512.05,888.57,0.01,1548.96,984.34,1.0,1530.04,958.96,0.97,1634.94,1112.89,0.99,1555.06,1061.8,0.63,1701.42,1192.07,0.99,1593.33,1116.51,0.55,1442.2,1182.87,1.0,1433.4,1156.33,0.99,1295.65,1054.56,1.0,1267.64,1032.05,0.98,1210.32,1209.46,0.99,1169.67,1176.75,0.97
162,5.4,1464.6,902.21,0.94,1471.87,889.9,0.97,1470.64,886.26,0.16,1518.35,896.44,0.98,1522.21,887.53,0.01,1565.95,989.01,1.0,1544.24,958.46,0.95,1657.29,1118.39,1.0,1596.52,1067.91,0.44,1707.26,1203.34,0.99,1632.8,1155.04,0.38,1437.63,1186.15,1.0,1424.82,1154.25,0.98,1290.96,1050.36,1.0,1261.26,1022.2,0.97,1202.66,1203.55,0.99,1163.37,1175.11,0.95
163,5.433,1483.04,901.28,0.89,1493.44,888.76,0.93,1488.37,886.06,0.12,1538.57,899.8,0.97,1539.58,890.86,0.01,1581.31,996.82,1.0,1563.47,965.46,0.94,1682.58,1120.62,0.99,1628.01,1067.95,0.36,1722.38,1208.63,0.97,1659.02,1159.41,0.23,1439.52,1180.63,0.99,1429.86,1145.85,0.97,1282.6,1065.3,0.99,1268.75,1027.25,0.97,1188.73,1208.7,0.99,1156.89,1180.78,0.96
164,5.467,1493.17,902.32,0.94,1504.96,889.58,0.96,1497.75,886.49,0.21,1551.86,899.5,0.98,1544.71,889.96,0.01,1590.58,999.1,1.0,1569.62,967.62,0.95,1687.2,1127.83,0.99,1632.2,1074.56,0.37,1715.15,1198.16,0.97,1658.61,1155.79,0.27,1445.26,1178.56,0.99,1434.18,1143.22,0.97,1281.52,1067.66,0.99,1269.99,1028.89,0.97,1184.33,1209.23,0.99,1156.1,1180.21,0.97
165,5.5,1505.32,903.68,0.97,1518.32,890.31,0.98,1509.62,888.63,0.43,1563.79,898.89,0.98,1548.77,892.66,0.02,1601.6,993.37,1.0,1565.82,971.72,0.96,1675.94,1122.36,0.99,1590.12,1073.47,0.44,1704.16,1186.59,0.97,1624.66,1134.32,0.34,1475.12,1173.99,0.99,1456.79,1146.69,0.97,1294.73,1057.63,1.0,1275.15,1037.76,0.98,1207.86,1207.74,0.99,1168.41,1177.13,0.98
166,5.533,1509.02,900.95,0.95,1522.07,888.26,0.97,1513.89,885.72,0.26,1570.14,898.55,0.98,1558.6,890.84,0.01,1606.48,993.16,1.0,1579.69,970.28,0.94,1692.51,1120.11,0.99,1632.64,1079.12,0.35,1718.08,1200.16,0.97,1663.27,1165.44,0.27,1463.7,1174.04,0.99,1449.6,1143.37,0.97,1287.19,1066.14,1.0,1273.99,1036.23,0.97,1186.02,1212.06,0.99,1157.58,1184.91,0.97
167,5.567,1519.2,899.57,0.95,1531.94,887.14,0.97,1523.61,884.44,0.28,1577.42,897.42,0.98,1565.96,889.56,0.01,1614.89,992.95,1.0,1586.3,969.9,0.95,1701.28,1126.38,0.99,1635.64,1081.8,0.4,1716.08,1193.79,0.98,1664.68,1161.79,0.31,1471.55,1175.49,0.99,1457.31,1144.48,0.97,1287.76,1066.6,1.0,1277.08,1039.55,0.98,1183.86,1211.0,0.99,1161.6,1186.86,0.97
168,5.6,1525.65,898.0,0.95,1537.63,884.67,0.97,1529.76,882.62,0.27,1582.57,892.58,0.97,1571.73,887.03,0.01,1621.87,987.06,1.0,1589.82,969.85,0.94,1701.93,1122.54,0.99,1630.33,1085.38,0.41,1720.08,1194.93,0.98,1660.82,1163.83,0.32,1478.69,1172.98,0.99,1462.9,1145.21,0.97,1290.65,1064.22,1.0,1277.85,1045.41,0.98,1183.67,1211.89,0.99,1161.32,1191.03,0.97
169,5.633,1534.26,893.98,0.95,1546.87,881.21,0.97,1538.34,878.48,0.31,1591.58,889.14,0.97,1579.09,881.72,0.01,1626.93,982.02,1.0,1597.16,963.58,0.95,1701.19,1117.73,0.99,1629.28,1078.95,0.43,1723.24,1198.21,0.98,1655.8,1164.69,0.34,1487.31,1168.53,0.99,1473.96,1140.46,0.97,1294.73,1065.1,1.0,1285.06,1046.69,0.98,1183.65,1212.68,0.99,1165.26,1190.21,0.97
170,5.667,1539.43,892.39,0.95,1550.67,879.04,0.97,1543.67,877.2,0.31,1594.38,886.28,0.97,1586.46,881.43,0.01,1632.03,979.63,0.99,1606.37,964.95,0.95,1702.11,1120.33,0.99,1638.86,1086.66,0.48,1714.15,1185.81,0.98,1665.29,1160.09,0.41,1492.95,1170.08,0.99,1482.24,1143.18,0.97,1295.75,1065.57,1.0,1287.17,1049.19,0.98,1182.41,1209.64,0.99,1167.4,1186.92,0.97
171,5.7,1544.57,891.3,0.94,1554.23,877.38,0.96,1548.64,876.16,0.27,1595.78,882.53,0.96,1591.89,879.48,0.02,1637.44,976.72,1.0,1611.67,961.86,0.95,1702.94,1119.74,0.99,1640.45,1080.88,0.47,1716.51,1188.35,0.98,1665.55,1158.65,0.39,1501.64,1167.58,0.99,1491.09,1140.7,0.97,1303.07,1067.82,1.0,1292.93,1053.3,0.98,1183.33,1210.92,0.99,1169.87,1187.97,0.97
172,5.733,1549.74,889.75,0.95,1559.89,875.2,0.96,1552.93,874.46,0.31,1602.94,878.7,0.96,1594.65,876.8,0.02,1644.19,971.53,1.0,1615.52,960.03,0.95,1702.08,1116.82,0.99,1637.42,1081.41,0.49,1717.25,1189.4,0.98,1661.48,1158.92,0.41,1514.21,1165.52,0.99,1501.95,1140.58,0.98,1311.93,1070.16,1.0,1299.05,1059.72,0.98,1183.75,1210.24,0.99,1168.73,1186.73,0.97
173,5.767,1553.24,889.06,0.96,1564.53,873.91,0.98,1555.76,873.33,0.4,1609.96,876.3,0.97,1596.67,874.32,0.02,1648.05,969.69,1.0,1620.73,958.38,0.95,1701.73,1116.41,0.99,1639.71,1081.0,0.45,1721.5,1196.09,0.98,1666.37,1162.9,0.39,1522.25,1166.26,0.99,1510.99,1141.72,0.97,1315.2,1071.25,1.0,1303.11,1061.1,0.97,1187.21,1211.23,0.99,1170.6,1185.95,0.96
174,5.8,1555.35,889.51,0.95,1565.04,873.69,0.97,1558.27,873.48,0.32,1610.31,873.7,0.96,1602.91,872.86,0.01,1652.35,966.52,0.99,1627.87,956.37,0.95,1701.72,1115.81,0.99,1644.63,1082.13,0.47,1718.97,1196.88,0.98,1669.26,1162.87,0.41,1531.09,1165.24,0.99,1521.87,1141.21,0.97,1321.19,1076.85,0.99,1310.71,1067.22,0.97,1186.28,1210.95,0.99,1173.6,1186.74,0.96
175,5.833,1559.61,888.31,0.93,1568.49,872.27,0.95,1562.16,872.38,0.27,1612.43,871.52,0.95,1606.98,871.32,0.02,1656.12,963.91,0.99,1631.0,954.29,0.95,1702.68,1113.48,0.99,1645.62,1082.14,0.48,1721.25,1201.1,0.98,1673.06,1165.22,0.41,1541.85,1162.19,0.99,1532.77,1138.38,0.97,1330.6,1082.41,0.99,1323.5,1069.13,0.97,1186.25,1211.17,0.99,1181.89,1184.0,0.96
176,5.867,1564.02,887.37,0.96,1576.05,871.0,0.98,1565.14,870.49,0.39,1617.31,871.1,0.97,1597.04,867.59,0.02,1642.04,967.39,1.0,1607.83,945.74,0.96,1694.62,1112.59,0.99,1605.49,1056.44,0.6,1732.64,1209.66,0.99,1639.97,1124.88,0.6,1544.66,1160.09,0.99,1531.11,1135.17,0.98,1341.48,1088.19,1.0,1351.02,1074.32,0.98,1182.74,1204.56,0.99,1214.27,1171.41,0.97
177,5.9,1563.7,885.52,0.94,1574.53,869.42,0.96,1566.78,868.81,0.28,1614.92,870.59,0.96,1605.87,866.43,0.01,1640.36,966.59,0.99,1617.03,944.98,0.95,1689.72,1111.21,0.99,1611.85,1055.75,0.54,1731.17,1209.73,0.98,1643.14,1122.6,0.55,1551.16,1158.75,0.99,1546.02,1134.49,0.98,1344.66,1093.01,1.0,1366.39,1079.7,0.98,1181.33,1205.78,0.99,1227.6,1171.72,0.97
178,5.933,1569.96,884.25,0.95,1580.19,868.19,0.96,1573.12,868.04,0.31,1627.06,868.25,0.96,1620.41,866.08,0.02,1668.04,959.65,0.99,1643.21,948.33,0.94,1697.52,1108.28,0.99,1644.06,1075.91,0.46,1718.44,1208.1,0.97,1673.15,1162.27,0.42,1573.29,1157.01,0.99,1565.3,1134.52,0.96,1362.95,1098.67,0.99,1364.31,1086.28,0.96,1199.96,1204.96,0.98,1215.13,1184.55,0.94
179,5.967,1573.64,886.25,0.91,1582.37,870.12,0.93,1578.02,870.29,0.2,1627.02,869.67,0.95,1628.77,868.31,0.01,1670.93,961.98,0.99,1648.04,950.66,0.93,1696.02,1111.73,0.98,1644.17,1076.22,0.45,1717.69,1215.6,0.97,1671.22,1162.36,0.39,1578.96,1158.31,0.99,1572.1,1136.39,0.96,1370.82,1102.66,0.99,1371.41,1093.01,0.96,1203.18,1200.88,0.98,1218.38,1183.18,0.93
180,6.0,1576.18,887.15,0.94,1585.02,870.6,0.96,1578.74,869.64,0.2,1630.37,868.77,0.96,1624.21,866.16,0.01,1662.09,961.16,0.99,1644.56,943.18,0.92,1697.27,1108.05,0.99,1652.89,1060.8,0.41,1723.64,1220.83,0.99,1669.15,1158.08,0.44,1566.6,1159.8,0.99,1566.06,1135.74,0.98,1363.36,1104.99,1.0,1392.21,1090.61,0.97,1188.59,1200.21,0.99,1246.91,1181.09,0.95
181,6.033,1579.12,886.59,0.93,1587.71,870.12,0.96,1581.99,868.89,0.2,1632.16,870.05,0.97,1628.99,866.18,0.01,1665.37,963.78,0.99,1650.31,941.97,0.93,1699.05,1109.45,0.99,1654.2,1054.51,0.43,1724.12,1219.18,0.99,1667.9,1149.38,0.45,1576.93,1164.22,0.99,1578.56,1138.69,0.98,1371.91,1110.63,1.0,1405.79,1093.07,0.97,1194.29,1200.98,0.99,1261.54,1182.36,0.95
182,6.067,1581.94,890.18,0.95,1589.44,872.65,0.97,1583.59,872.19,0.26,1633.27,870.51,0.97,1628.68,869.2,0.01,1670.82,962.82,1.0,1646.11,945.24,0.95,1705.1,1106.04,0.99,1649.96,1064.31,0.55,1733.27,1219.9,0.99,1669.52,1157.65,0.55,1584.42,1166.51,0.99,1578.06,1142.64,0.98,1389.56,1121.16,1.0,1409.08,1100.58,0.98,1201.86,1199.49,0.98,1256.78,1185.59,0.95
183,6.1,1585.08,891.67,0.95,1592.19,873.76,0.97,1586.55,873.87,0.29,1635.42,870.43,0.97,1631.33,870.79,0.01,1673.82,961.43,1.0,1647.73,946.77,0.96,1707.16,1104.04,0.99,1648.91,1066.6,0.59,1735.49,1220.6,0.99,1670.21,1159.92,0.59,1586.97,1171.0,0.99,1578.5,1148.85,0.98,1396.83,1127.25,0.99,1408.65,1110.44,0.98,1212.44,1197.44,0.98,1254.29,1189.04,0.95
184,6.133,1587.26,893.67,0.95,1593.59,875.68,0.96,1588.48,875.94,0.27,1635.11,871.92,0.96,1632.63,872.76,0.01,1676.03,963.27,1.0,1646.47,948.99,0.95,1710.15,1104.45,0.99,1647.27,1070.08,0.58,1736.93,1221.56,0.99,1668.46,1163.02,0.59,1589.44,1174.59,0.99,1577.55,1152.04,0.98,1402.11,1137.09,0.99,1406.08,1116.95,0.97,1214.35,1198.36,0.98,1244.61,1189.7,0.94
