Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
328,10.933,1782.01,1093.08,0.97,1805.56,1088.82,0.96,1792.36,1078.34,0.72,1840.76,1123.58,0.94,1799.48,1094.24,0.24,1790.92,1230.17,1.0,1732.19,1168.44,0.99,1827.07,1360.36,0.99,1729.52,1302.85,0.9,1823.23,1475.6,0.98,1777.3,1402.71,0.8,1522.77,1336.91,1.0,1494.5,1257.92,0.99,1313.58,1396.35,0.99,1317.67,1177.94,0.99,1110.7,1456.19,0.98,1107.41,1170.0,0.98
329,10.967,1781.01,1094.52,0.96,1803.81,1089.55,0.96,1791.38,1080.71,0.71,1840.7,1123.23,0.95,1799.78,1097.51,0.23,1788.82,1226.63,1.0,1736.9,1172.71,0.99,1823.73,1356.23,0.99,1739.28,1306.67,0.91,1822.04,1472.28,0.98,1781.66,1406.0,0.82,1524.9,1333.18,1.0,1499.27,1260.01,0.99,1311.09,1397.42,0.99,1303.43,1202.66,0.99,1107.84,1458.07,0.98,1084.63,1200.64,0.98
330,11.0,1780.78,1093.12,0.96,1802.96,1087.94,0.95,1791.36,1080.53,0.69,1840.28,1121.69,0.95,1801.77,1098.79,0.24,1784.73,1223.01,1.0,1744.85,1179.43,0.99,1818.87,1355.79,0.98,1765.65,1324.21,0.93,1816.16,1467.61,0.98,1787.68,1413.85,0.86,1530.65,1326.46,1.0,1510.59,1262.5,0.99,1325.37,1390.48,0.99,1308.29,1224.72,0.99,1108.38,1453.28,0.98,1084.86,1234.69,0.98
331,11.033,1782.19,1092.59,0.95,1803.46,1087.16,0.94,1792.28,1080.94,0.65,1839.66,1120.65,0.95,1802.87,1100.17,0.24,1780.59,1219.56,0.99,1747.8,1181.77,0.99,1813.17,1350.56,0.98,1775.72,1326.75,0.93,1812.73,1463.76,0.97,1792.49,1418.2,0.87,1533.47,1319.69,1.0,1517.23,1262.76,0.99,1334.41,1383.37,0.99,1308.44,1242.3,0.99,1102.07,1452.28,0.98,1078.82,1271.64,0.98
332,11.067,1784.09,1091.24,0.92,1803.1,1085.6,0.9,1794.86,1081.16,0.54,1836.26,1118.94,0.93,1808.48,1102.51,0.23,1772.06,1214.87,0.99,1754.22,1187.34,0.99,1798.74,1342.42,0.97,1792.43,1334.23,0.94,1804.07,1456.61,0.97,1798.04,1423.67,0.89,1531.75,1313.49,1.0,1523.31,1266.82,0.99,1340.33,1375.44,0.99,1308.36,1267.3,0.99,1098.14,1444.95,0.98,1072.62,1315.2,0.98
333,11.1,1785.86,1092.1,0.93,1805.6,1086.51,0.91,1794.63,1081.05,0.58,1837.95,1120.03,0.93,1803.57,1101.21,0.24,1778.22,1217.93,0.99,1744.46,1183.26,0.99,1809.99,1349.45,0.97,1772.57,1323.54,0.94,1812.28,1462.53,0.97,1789.96,1418.25,0.89,1537.68,1313.0,1.0,1521.68,1266.66,0.99,1344.67,1372.13,0.99,1311.54,1278.3,0.99,1096.94,1447.97,0.98,1077.86,1351.73,0.98
334,11.133,1785.6,1092.22,0.9,1804.51,1086.53,0.89,1794.45,1082.49,0.51,1836.38,1120.52,0.93,1805.63,1104.54,0.23,1776.09,1215.77,0.99,1748.94,1189.63,0.99,1806.99,1347.69,0.97,1781.94,1331.41,0.94,1810.78,1461.02,0.96,1793.41,1421.77,0.89,1540.11,1306.49,1.0,1529.86,1269.36,1.0,1350.37,1358.9,0.99,1328.66,1295.54,0.99,1096.22,1439.15,0.98,1088.36,1384.24,0.98
335,11.167,1786.07,1092.2,0.91,1805.57,1086.22,0.9,1794.2,1081.43,0.53,1838.42,1119.99,0.93,1803.3,1102.34,0.21,1781.29,1218.49,0.99,1742.17,1184.97,0.98,1812.82,1354.36,0.97,1761.71,1319.92,0.92,1816.32,1464.3,0.96,1786.8,1414.48,0.87,1541.36,1307.4,1.0,1525.32,1268.18,0.99,1345.73,1364.01,0.99,1323.44,1304.47,0.99,1093.25,1445.22,0.98,1088.76,1402.93,0.98
336,11.2,1783.54,1094.27,0.89,1801.97,1087.5,0.89,1792.56,1084.13,0.49,1835.47,1119.82,0.93,1805.43,1105.48,0.21,1775.56,1214.82,0.99,1749.17,1190.5,0.98,1805.94,1347.24,0.97,1779.88,1328.77,0.93,1811.8,1461.54,0.96,1791.78,1420.55,0.88,1541.85,1306.17,1.0,1532.65,1272.45,0.99,1351.25,1359.47,0.99,1327.75,1311.57,0.99,1096.8,1447.05,0.98,1088.27,1416.11,0.98
337,11.233,1783.84,1096.24,0.92,1804.05,1089.29,0.92,1790.61,1084.42,0.56,1839.66,1120.85,0.94,1798.35,1103.17,0.2,1785.07,1217.18,0.99,1737.78,1183.31,0.98,1816.4,1353.8,0.97,1746.38,1312.75,0.91,1820.0,1465.29,0.96,1780.47,1409.59,0.86,1546.71,1306.23,1.0,1527.33,1269.84,0.99,1348.49,1363.92,0.99,1326.66,1322.17,0.99,1097.34,1452.54,0.98,1095.81,1433.17,0.97
338,11.267,1783.64,1096.97,0.91,1803.56,1089.82,0.91,1790.85,1085.19,0.54,1838.77,1121.25,0.93,1800.13,1104.15,0.2,1781.91,1216.48,0.99,1742.65,1187.05,0.98,1813.84,1353.5,0.97,1761.17,1322.35,0.91,1817.69,1464.24,0.96,1785.5,1414.58,0.87,1547.47,1307.71,1.0,1532.39,1274.19,0.99,1355.25,1359.71,0.99,1334.08,1322.95,0.99,1099.87,1452.46,0.98,1100.64,1436.65,0.97
339,11.3,1784.26,1094.95,0.91,1804.18,1088.4,0.91,1791.73,1083.38,0.52,1838.67,1120.95,0.94,1800.04,1103.08,0.2,1783.49,1217.61,0.99,1738.09,1183.94,0.98,1817.28,1355.64,0.97,1749.42,1313.96,0.91,1819.34,1467.86,0.96,1781.09,1409.78,0.86,1545.42,1308.55,1.0,1526.45,1273.23,0.99,1350.16,1367.36,0.99,1324.8,1330.25,0.99,1106.31,1452.35,0.98,1107.67,1438.07,0.97
340,11.333,1784.33,1094.89,0.9,1803.98,1088.18,0.9,1792.15,1083.75,0.5,1839.11,1120.35,0.94,1802.17,1103.7,0.2,1785.48,1216.64,0.99,1742.78,1186.45,0.98,1817.61,1355.19,0.97,1754.78,1317.67,0.92,1818.88,1465.66,0.96,1780.58,1409.71,0.87,1549.85,1306.33,1.0,1533.3,1273.11,0.99,1354.63,1367.15,0.99,1334.09,1335.44,0.99,1105.98,1453.99,0.98,1109.17,1443.2,0.97
341,11.367,1785.82,1094.06,0.88,1804.78,1087.55,0.87,1794.39,1083.4,0.46,1838.47,1119.94,0.93,1806.34,1104.09,0.2,1783.1,1215.12,0.99,1747.24,1188.07,0.98,1813.47,1349.8,0.96,1762.7,1317.67,0.92,1816.48,1464.77,0.96,1783.64,1412.52,0.88,1549.39,1307.04,1.0,1537.38,1275.61,0.99,1354.17,1364.46,0.99,1341.82,1334.07,0.99,1104.94,1453.69,0.97,1116.49,1441.82,0.97
342,11.4,1784.23,1095.51,0.9,1804.3,1088.54,0.9,1791.72,1084.32,0.5,1840.63,1120.47,0.94,1801.43,1104.24,0.19,1786.76,1217.57,0.99,1743.5,1187.74,0.98,1818.6,1356.37,0.97,1754.2,1317.98,0.92,1818.92,1466.98,0.96,1781.61,1410.83,0.87,1548.2,1309.16,1.0,1532.55,1275.97,0.99,1346.4,1369.07,0.99,1333.85,1338.04,0.99,1105.21,1457.35,0.98,1115.46,1445.37,0.97
343,11.433,1785.58,1095.95,0.9,1805.68,1089.38,0.9,1793.15,1084.13,0.5,1840.87,1121.53,0.94,1801.94,1103.28,0.19,1788.51,1219.43,0.99,1738.68,1184.57,0.98,1820.1,1358.34,0.97,1738.79,1310.1,0.91,1820.32,1468.59,0.96,1776.2,1407.1,0.86,1549.74,1310.2,1.0,1531.03,1274.96,0.99,1345.99,1369.72,0.99,1333.74,1335.16,0.99,1102.37,1458.76,0.97,1117.03,1445.72,0.97
344,11.467,1784.83,1097.03,0.92,1805.61,1090.22,0.92,1792.09,1084.85,0.56,1842.11,1121.86,0.94,1800.18,1103.26,0.2,1787.73,1218.7,0.99,1740.13,1185.33,0.98,1818.28,1354.88,0.97,1743.28,1310.88,0.92,1819.38,1467.22,0.96,1775.78,1406.89,0.88,1546.54,1310.16,1.0,1529.13,1275.77,0.99,1341.41,1372.56,0.99,1331.45,1341.6,0.99,1103.15,1458.91,0.97,1118.09,1448.52,0.97
345,11.5,1785.51,1095.35,0.9,1805.32,1089.17,0.89,1793.95,1084.34,0.5,1839.36,1121.7,0.93,1804.75,1104.34,0.21,1782.38,1216.24,0.99,1746.83,1189.8,0.98,1815.4,1351.79,0.96,1763.36,1322.85,0.93,1817.94,1465.13,0.96,1782.96,1413.01,0.89,1543.89,1307.69,0.99,1533.87,1276.58,0.99,1342.07,1367.05,0.99,1341.72,1337.9,0.99,1102.21,1458.5,0.97,1125.72,1446.0,0.96
346,11.533,1786.19,1094.63,0.89,1805.75,1089.33,0.88,1795.97,1084.33,0.48,1838.97,1123.33,0.93,1808.56,1105.57,0.21,1780.32,1215.44,0.99,1750.27,1192.27,0.98,1812.59,1350.93,0.96,1770.8,1328.3,0.94,1816.06,1463.84,0.95,1784.96,1413.59,0.9,1543.24,1304.03,0.99,1536.19,1275.16,0.99,1341.42,1366.22,0.99,1345.5,1342.47,0.99,1105.58,1455.33,0.96,1129.37,1445.46,0.96
347,11.567,1786.12,1096.26,0.9,1806.15,1090.8,0.9,1794.76,1085.15,0.51,1839.25,1124.41,0.93,1804.94,1105.25,0.21,1783.16,1217.39,0.99,1744.49,1189.14,0.98,1816.72,1354.4,0.96,1757.75,1323.08,0.93,1817.68,1466.9,0.95,1780.58,1411.46,0.89,1546.62,1307.2,0.99,1535.52,1275.78,0.99,1346.36,1364.06,0.99,1353.13,1332.69,0.99,1108.7,1457.11,0.96,1139.2,1441.25,0.96
348,11.6,1785.9,1096.28,0.91,1806.88,1090.47,0.92,1793.21,1083.99,0.55,1841.12,1123.51,0.94,1800.4,1102.51,0.2,1787.32,1219.98,0.99,1736.67,1184.8,0.98,1818.66,1357.68,0.96,1738.16,1311.74,0.9,1819.81,1468.85,0.95,1777.48,1409.16,0.85,1548.37,1305.88,0.99,1530.53,1271.86,0.99,1345.84,1361.18,0.99,1344.18,1330.4,0.99,1103.39,1457.91,0.97,1129.85,1447.17,0.96
349,11.633,1786.22,1096.51,0.91,1807.23,1091.57,0.91,1794.37,1084.37,0.54,1840.28,1125.45,0.94,1802.06,1102.75,0.21,1785.66,1219.91,0.99,1738.97,1184.93,0.98,1819.35,1358.37,0.96,1745.05,1315.5,0.91,1820.21,1468.67,0.95,1777.65,1408.47,0.87,1546.17,1302.99,0.99,1530.71,1269.13,0.99,1342.85,1362.01,0.99,1344.75,1331.55,0.98,1099.57,1455.01,0.97,1130.36,1444.32,0.96
350,11.667,1785.38,1095.83,0.89,1805.01,1090.52,0.89,1794.41,1084.96,0.49,1837.74,1124.02,0.93,1805.78,1105.09,0.21,1782.68,1216.56,0.99,1745.44,1189.64,0.98,1816.37,1354.16,0.96,1761.76,1324.49,0.92,1818.26,1466.41,0.95,1782.14,1413.35,0.88,1548.68,1301.9,0.99,1538.4,1271.27,0.99,1343.8,1356.85,0.99,1349.54,1328.54,0.98,1100.97,1456.46,0.96,1130.37,1443.31,0.96
351,11.7,1786.27,1094.71,0.9,1806.25,1089.51,0.9,1794.81,1083.18,0.5,1838.34,1123.18,0.93,1803.76,1102.71,0.2,1784.94,1218.59,0.99,1738.56,1185.58,0.98,1819.71,1357.6,0.96,1743.71,1314.55,0.91,1821.27,1468.58,0.95,1776.35,1407.39,0.86,1544.41,1303.74,0.99,1529.44,1270.19,0.99,1335.38,1361.32,0.99,1339.59,1330.73,0.98,1099.67,1459.22,0.96,1130.2,1444.74,0.96
352,11.733,1785.94,1093.92,0.88,1804.96,1088.92,0.87,1795.72,1083.94,0.46,1836.43,1123.02,0.92,1808.07,1105.45,0.21,1779.08,1215.32,0.99,1747.92,1191.12,0.98,1811.73,1349.88,0.96,1768.25,1325.16,0.93,1817.19,1463.26,0.95,1785.28,1413.15,0.89,1541.2,1300.53,0.99,1534.42,1270.92,0.99,1338.42,1356.57,0.99,1345.79,1328.64,0.98,1103.32,1456.82,0.96,1133.09,1443.29,0.96
353,11.767,1786.95,1093.16,0.87,1805.5,1088.84,0.85,1797.29,1083.58,0.45,1835.03,1124.18,0.92,1810.83,1105.95,0.21,1776.66,1215.08,0.99,1752.82,1192.72,0.98,1809.45,1350.13,0.96,1779.82,1331.27,0.93,1814.77,1462.03,0.95,1790.15,1416.34,0.89,1542.3,1299.87,0.99,1539.56,1271.23,0.99,1341.57,1350.89,0.99,1351.35,1323.15,0.98,1102.09,1455.54,0.96,1133.34,1440.34,0.95
354,11.8,1785.94,1093.66,0.89,1805.97,1089.27,0.89,1794.64,1082.72,0.5,1837.68,1125.0,0.93,1805.13,1103.48,0.2,1786.54,1221.18,0.99,1741.08,1185.68,0.98,1819.88,1361.09,0.96,1747.98,1315.38,0.91,1823.58,1470.39,0.95,1776.83,1406.89,0.87,1553.12,1302.07,0.99,1539.41,1267.66,0.99,1358.94,1341.36,0.99,1366.08,1301.93,0.98,1105.35,1458.02,0.96,1141.14,1436.88,0.95
355,11.833,1785.86,1093.32,0.88,1805.42,1089.09,0.88,1794.73,1082.38,0.47,1835.48,1124.73,0.92,1804.91,1103.21,0.2,1783.87,1220.49,0.99,1738.84,1185.93,0.98,1818.33,1360.63,0.96,1746.6,1314.97,0.91,1823.86,1469.61,0.95,1778.64,1407.48,0.86,1551.01,1301.41,0.99,1537.04,1267.78,0.99,1350.91,1343.05,0.99,1357.74,1308.3,0.98,1105.65,1457.37,0.96,1138.21,1439.96,0.95
356,11.867,1785.43,1093.22,0.88,1804.56,1089.1,0.87,1794.64,1082.74,0.46,1834.45,1124.74,0.92,1805.82,1104.0,0.2,1782.27,1219.14,0.99,1740.01,1185.68,0.98,1815.12,1355.25,0.96,1748.9,1311.43,0.91,1822.27,1468.38,0.95,1778.52,1406.39,0.87,1550.92,1298.53,0.99,1538.4,1265.4,0.99,1353.0,1340.94,0.99,1359.69,1305.21,0.98,1105.27,1455.77,0.96,1138.05,1437.06,0.95
357,11.9,1784.91,1093.62,0.89,1804.45,1089.49,0.88,1794.2,1083.05,0.49,1834.83,1125.19,0.92,1805.32,1104.12,0.2,1780.7,1218.6,0.99,1741.08,1185.89,0.98,1813.34,1353.27,0.96,1752.79,1312.78,0.92,1821.57,1468.29,0.95,1778.11,1405.91,0.89,1548.68,1298.89,0.99,1537.95,1266.08,0.99,1351.41,1339.73,0.98,1360.02,1303.42,0.98,1101.02,1455.5,0.95,1138.0,1436.82,0.95
358,11.933,1783.5,1094.59,0.89,1803.02,1090.07,0.88,1792.99,1084.08,0.49,1834.39,1124.74,0.92,1805.07,1104.76,0.21,1779.17,1217.79,0.99,1742.89,1188.77,0.98,1810.97,1352.54,0.96,1759.42,1318.12,0.93,1821.78,1467.73,0.95,1780.82,1408.44,0.9,1546.43,1297.26,0.99,1537.31,1266.16,0.99,1346.98,1340.45,0.99,1355.02,1309.45,0.98,1100.37,1455.69,0.95,1133.01,1439.03,0.95
359,11.967,1783.68,1094.06,0.89,1803.46,1089.84,0.89,1792.71,1083.32,0.49,1834.89,1125.07,0.93,1803.11,1103.84,0.2,1782.92,1219.03,0.99,1736.78,1184.23,0.98,1815.1,1356.78,0.96,1742.12,1310.63,0.92,1823.62,1469.09,0.95,1775.29,1404.47,0.88,1549.86,1296.98,0.99,1535.48,1263.41,0.99,1348.69,1343.17,0.99,1355.93,1307.66,0.98,1103.68,1455.41,0.95,1140.43,1438.12,0.95
360,12.0,1782.77,1096.05,0.92,1803.58,1091.41,0.91,1790.71,1084.1,0.56,1836.07,1125.63,0.93,1798.92,1102.54,0.2,1782.89,1219.93,0.99,1735.61,1182.82,0.98,1816.07,1356.31,0.96,1741.23,1308.21,0.91,1824.12,1472.02,0.95,1775.88,1406.05,0.87,1548.6,1298.26,0.99,1533.78,1263.7,0.99,1348.95,1341.23,0.99,1355.08,1305.69,0.98,1102.03,1455.02,0.96,1135.79,1438.34,0.95
361,12.033,1783.73,1096.48,0.92,1804.74,1092.19,0.92,1791.69,1084.56,0.57,1836.95,1126.9,0.94,1799.0,1103.08,0.21,1782.9,1220.72,0.99,1735.27,1182.97,0.98,1814.84,1355.66,0.96,1739.54,1307.16,0.91,1823.36,1471.46,0.95,1775.54,1405.26,0.88,1547.2,1296.78,0.99,1532.07,1261.93,0.99,1345.79,1342.94,0.99,1349.13,1308.38,0.98,1100.85,1456.89,0.96,1130.8,1441.13,0.95
362,12.067,1783.19,1096.35,0.92,1804.18,1091.91,0.92,1791.12,1084.62,0.56,1836.82,1126.36,0.94,1798.62,1103.32,0.21,1781.48,1220.27,0.99,1733.87,1183.7,0.98,1814.32,1355.27,0.96,1737.43,1308.76,0.91,1823.96,1469.89,0.95,1774.14,1404.32,0.87,1543.98,1296.66,0.99,1528.9,1262.0,0.99,1339.4,1347.41,0.99,1344.98,1312.78,0.98,1097.47,1458.01,0.96,1127.01,1442.8,0.95
363,12.1,1783.55,1097.53,0.92,1804.79,1093.05,0.92,1791.09,1085.56,0.59,1838.03,1127.03,0.94,1797.93,1103.46,0.21,1782.25,1219.61,0.99,1735.58,1182.09,0.98,1813.44,1352.33,0.96,1739.15,1305.42,0.91,1822.78,1468.63,0.95,1774.93,1403.99,0.88,1546.58,1295.16,0.99,1531.95,1260.02,0.99,1344.46,1346.14,0.99,1349.58,1309.1,0.98,1102.18,1459.71,0.96,1132.1,1442.43,0.96
364,12.133,1783.35,1096.42,0.92,1804.91,1091.99,0.92,1790.81,1084.02,0.58,1838.15,1126.13,0.94,1796.98,1101.52,0.21,1784.2,1220.77,0.99,1732.18,1179.9,0.98,1816.55,1356.06,0.96,1731.18,1300.74,0.9,1823.44,1472.33,0.95,1770.07,1401.34,0.87,1546.55,1295.42,0.99,1528.93,1259.12,0.99,1343.41,1344.07,0.99,1345.78,1308.36,0.98,1099.72,1455.08,0.96,1130.42,1440.41,0.96
365,12.167,1784.51,1095.18,0.92,1805.66,1091.17,0.92,1792.34,1083.42,0.57,1837.91,1126.14,0.93,1799.23,1102.08,0.21,1781.81,1218.97,0.99,1734.43,1181.68,0.98,1812.5,1349.97,0.96,1738.58,1304.45,0.92,1822.6,1470.09,0.95,1774.02,1404.22,0.89,1545.27,1295.04,0.99,1529.95,1260.3,0.99,1345.9,1344.62,0.99,1349.84,1308.7,0.98,1101.95,1456.56,0.96,1131.66,1440.84,0.96
366,12.2,1784.04,1094.72,0.91,1804.16,1090.68,0.9,1792.85,1084.3,0.53,1836.06,1125.72,0.93,1802.71,1104.74,0.21,1776.58,1214.41,0.99,1742.86,1186.34,0.98,1807.66,1343.68,0.96,1758.81,1314.87,0.93,1819.5,1466.32,0.95,1782.3,1410.92,0.89,1542.57,1292.11,0.99,1534.35,1261.57,0.99,1340.47,1344.37,0.99,1346.9,1316.38,0.98,1103.49,1456.45,0.96,1129.3,1442.29,0.95
367,12.233,1783.95,1095.56,0.91,1804.71,1091.37,0.91,1792.34,1084.05,0.55,1837.16,1126.51,0.93,1800.75,1103.24,0.2,1782.5,1220.22,0.99,1736.01,1182.48,0.98,1813.8,1355.5,0.96,1740.38,1306.76,0.91,1822.92,1472.01,0.95,1775.8,1405.78,0.87,1546.72,1295.94,0.99,1531.93,1261.09,0.99,1347.77,1342.38,0.99,1351.67,1306.48,0.98,1100.96,1455.16,0.96,1130.65,1439.91,0.95
368,12.267,1783.66,1095.75,0.91,1804.0,1091.42,0.91,1792.42,1084.92,0.54,1836.66,1126.42,0.93,1802.44,1104.99,0.2,1779.5,1217.68,0.99,1741.56,1186.33,0.98,1811.53,1352.04,0.96,1754.79,1316.14,0.92,1821.29,1469.94,0.95,1780.01,1410.15,0.88,1547.26,1294.77,0.99,1537.03,1262.53,0.99,1345.42,1343.06,0.99,1351.4,1310.1,0.98,1101.13,1457.54,0.96,1129.22,1441.02,0.96
369,12.3,1783.56,1095.85,0.91,1804.15,1091.51,0.91,1792.35,1084.62,0.54,1836.99,1126.73,0.93,1802.35,1104.37,0.2,1781.62,1219.67,0.99,1740.18,1185.08,0.98,1813.83,1356.7,0.96,1749.86,1313.98,0.92,1821.88,1470.93,0.95,1777.34,1407.47,0.88,1549.47,1296.85,0.99,1537.6,1263.28,0.99,1351.05,1339.5,0.99,1356.97,1303.68,0.98,1102.44,1454.95,0.96,1133.56,1438.06,0.95
370,12.333,1783.17,1096.82,0.91,1803.82,1091.72,0.91,1791.32,1085.4,0.54,1837.84,1125.7,0.94,1800.74,1104.68,0.19,1782.76,1220.06,0.99,1738.51,1185.96,0.98,1814.35,1355.97,0.96,1745.41,1313.43,0.91,1821.96,1470.08,0.95,1776.77,1408.47,0.87,1547.45,1298.07,0.99,1534.04,1264.49,0.99,1349.25,1343.38,0.99,1353.98,1308.01,0.98,1103.68,1457.56,0.96,1133.58,1440.82,0.96
371,12.367,1783.81,1096.14,0.91,1804.13,1091.43,0.91,1792.4,1084.76,0.53,1836.68,1125.94,0.93,1802.11,1104.28,0.2,1782.04,1220.03,0.99,1738.74,1185.7,0.98,1813.75,1355.91,0.96,1747.29,1312.94,0.91,1821.48,1469.52,0.95,1777.09,1407.56,0.87,1547.83,1298.91,0.99,1534.78,1265.26,0.99,1348.92,1342.83,0.99,1354.48,1307.28,0.98,1102.88,1457.99,0.96,1132.29,1440.13,0.95
372,12.4,1783.08,1095.7,0.9,1803.07,1090.92,0.9,1791.92,1084.8,0.52,1835.76,1125.72,0.93,1802.7,1105.2,0.2,1780.95,1218.77,0.99,1741.34,1187.05,0.98,1811.84,1354.46,0.96,1754.48,1316.36,0.92,1821.22,1466.74,0.95,1782.77,1409.35,0.88,1547.17,1299.16,0.99,1536.12,1266.6,0.99,1348.32,1342.57,0.99,1354.78,1308.28,0.98,1100.81,1458.13,0.96,1130.76,1440.28,0.96
373,12.433,1784.5,1096.7,0.91,1804.96,1092.48,0.91,1792.81,1084.88,0.54,1836.14,1127.36,0.93,1801.09,1103.66,0.2,1784.11,1222.37,0.99,1737.08,1184.16,0.98,1818.65,1362.34,0.96,1743.48,1311.3,0.91,1823.41,1471.42,0.95,1775.61,1404.48,0.87,1550.71,1298.82,0.99,1535.99,1263.47,0.99,1347.95,1344.32,0.99,1353.95,1307.93,0.98,1099.24,1458.74,0.96,1131.34,1440.92,0.95
374,12.467,1783.9,1097.23,0.91,1804.29,1092.48,0.91,1792.25,1085.59,0.53,1837.12,1126.66,0.93,1801.63,1104.59,0.2,1782.91,1220.52,0.99,1738.38,1185.17,0.98,1812.54,1354.22,0.96,1745.7,1310.4,0.91,1822.19,1467.38,0.95,1781.04,1408.89,0.87,1549.48,1300.03,0.99,1535.78,1265.97,0.99,1349.56,1344.96,0.99,1354.46,1308.23,0.98,1101.0,1458.16,0.96,1131.89,1440.39,0.95
375,12.5,1784.95,1097.24,0.91,1805.39,1092.69,0.91,1793.24,1085.5,0.54,1837.54,1127.21,0.94,1802.08,1104.47,0.2,1784.18,1221.52,0.99,1738.28,1184.18,0.98,1816.43,1359.76,0.96,1744.05,1310.59,0.9,1823.25,1471.34,0.95,1777.81,1406.4,0.86,1550.76,1300.42,0.99,1536.29,1265.53,0.99,1349.22,1346.03,0.99,1353.77,1309.48,0.98,1102.43,1457.33,0.96,1134.44,1439.75,0.95
376,12.533,1785.94,1096.53,0.91,1806.58,1092.36,0.91,1794.01,1084.72,0.55,1837.83,1127.53,0.94,1801.66,1103.8,0.2,1783.34,1221.5,0.99,1736.77,1183.2,0.98,1814.62,1355.24,0.96,1740.96,1307.31,0.9,1821.52,1468.57,0.95,1777.04,1407.17,0.86,1547.35,1301.46,0.99,1532.98,1265.97,0.99,1348.03,1346.17,0.99,1355.08,1306.8,0.98,1101.43,1460.45,0.96,1135.74,1440.03,0.96
377,12.567,1785.33,1096.91,0.92,1806.38,1092.56,0.92,1793.17,1084.94,0.56,1839.18,1127.92,0.94,1801.1,1103.97,0.2,1787.07,1223.14,0.99,1736.55,1182.92,0.97,1817.94,1362.13,0.96,1737.84,1307.3,0.89,1823.27,1471.52,0.95,1775.61,1405.71,0.85,1556.19,1300.89,0.99,1539.66,1264.94,0.99,1356.31,1342.26,0.99,1362.77,1302.72,0.98,1104.64,1459.16,0.96,1139.67,1439.12,0.96
378,12.6,1786.05,1097.04,0.9,1806.35,1092.75,0.91,1794.38,1085.5,0.53,1837.9,1127.85,0.93,1803.62,1104.98,0.2,1785.04,1221.74,0.99,1739.22,1184.75,0.98,1815.25,1357.71,0.96,1744.6,1309.91,0.9,1822.07,1470.01,0.95,1777.42,1406.39,0.86,1554.97,1300.49,0.99,1540.81,1266.05,0.99,1358.16,1340.54,0.99,1364.57,1302.41,0.98,1106.47,1457.39,0.96,1140.05,1438.4,0.96
379,12.633,1786.74,1096.85,0.91,1807.34,1092.9,0.92,1795.21,1084.76,0.55,1838.58,1128.2,0.94,1803.95,1103.37,0.2,1785.69,1222.05,0.99,1739.13,1181.71,0.98,1816.3,1359.6,0.96,1741.81,1307.45,0.9,1821.87,1470.34,0.95,1775.14,1405.0,0.86,1554.81,1300.63,0.99,1540.34,1264.56,0.99,1357.6,1342.52,0.99,1363.94,1301.37,0.98,1104.76,1458.63,0.96,1140.34,1438.53,0.95
380,12.667,1787.39,1095.61,0.9,1807.84,1091.76,0.9,1796.41,1083.9,0.52,1839.47,1127.1,0.93,1805.85,1102.93,0.2,1785.23,1220.37,0.99,1740.1,1181.75,0.98,1817.68,1358.75,0.96,1744.74,1309.92,0.91,1823.03,1470.59,0.95,1776.72,1407.28,0.86,1550.3,1300.17,0.99,1536.18,1264.56,0.99,1350.79,1347.73,0.99,1357.09,1308.28,0.98,1106.27,1458.12,0.96,1139.44,1439.42,0.95
381,12.7,1788.26,1096.48,0.9,1807.93,1091.88,0.89,1797.08,1085.27,0.52,1838.94,1125.47,0.93,1806.84,1104.41,0.22,1783.45,1217.75,0.99,1742.54,1185.52,0.98,1814.93,1354.49,0.96,1752.05,1315.57,0.92,1820.64,1467.47,0.95,1779.04,1409.56,0.88,1549.98,1297.89,0.99,1538.59,1265.09,0.99,1347.59,1347.5,0.99,1355.81,1312.55,0.98,1104.24,1457.83,0.96,1138.58,1439.87,0.95
382,12.733,1789.99,1096.9,0.91,1809.86,1092.59,0.9,1798.75,1085.35,0.55,1840.84,1126.32,0.93,1808.03,1103.84,0.22,1785.73,1218.28,0.99,1742.99,1183.24,0.98,1816.18,1356.75,0.96,1749.08,1311.68,0.92,1821.48,1469.46,0.95,1776.26,1407.15,0.88,1556.06,1294.64,0.99,1543.6,1261.11,0.99,1353.0,1345.08,0.99,1360.76,1309.8,0.98,1107.97,1456.84,0.96,1142.46,1439.48,0.95
