Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
147,4.9,1549.89,1138.67,0.89,1561.79,1119.92,0.93,1546.89,1118.62,0.35,1607.05,1111.36,0.97,1596.0,1102.79,0.09,1659.73,1213.59,1.0,1623.53,1152.54,0.92,1726.57,1340.83,0.98,1626.99,1229.45,0.56,1746.72,1451.44,0.96,1594.95,1320.9,0.51,1547.46,1436.04,0.99,1551.09,1379.9,0.98,1332.92,1381.16,0.99,1418.27,1238.48,0.97,1115.58,1501.36,0.98,1315.98,1388.5,0.97
148,4.933,1548.21,1141.31,0.89,1560.11,1122.42,0.94,1545.03,1121.2,0.35,1605.82,1113.56,0.97,1594.08,1105.09,0.09,1658.98,1215.77,1.0,1622.71,1152.43,0.92,1729.02,1341.99,0.98,1623.26,1216.0,0.57,1744.96,1448.84,0.97,1588.9,1294.05,0.52,1545.47,1436.61,0.99,1549.15,1380.88,0.98,1330.99,1377.62,0.99,1411.53,1242.81,0.98,1114.64,1497.07,0.98,1310.79,1391.82,0.97
149,4.967,1546.98,1143.83,0.87,1557.41,1125.24,0.92,1544.99,1124.0,0.31,1601.75,1117.0,0.97,1597.31,1108.76,0.09,1658.49,1217.32,0.99,1622.84,1158.81,0.92,1732.74,1345.34,0.98,1634.2,1234.5,0.57,1744.19,1452.64,0.96,1608.01,1329.83,0.51,1546.14,1438.63,0.99,1547.26,1385.75,0.98,1336.24,1374.49,0.99,1401.33,1252.57,0.97,1115.58,1491.9,0.98,1288.89,1396.66,0.96
150,5.0,1543.71,1143.98,0.86,1554.41,1123.67,0.92,1545.07,1122.82,0.29,1602.53,1116.91,0.97,1600.64,1111.24,0.1,1661.55,1221.73,1.0,1624.97,1164.84,0.94,1733.85,1352.18,0.98,1632.55,1236.68,0.62,1744.65,1450.94,0.96,1606.04,1326.25,0.55,1542.86,1442.07,0.99,1545.38,1390.98,0.98,1325.23,1371.01,0.99,1387.85,1263.37,0.98,1122.01,1497.72,0.99,1283.42,1399.82,0.97
151,5.033,1544.35,1146.87,0.86,1554.0,1125.94,0.92,1545.14,1125.78,0.3,1599.45,1117.05,0.97,1597.91,1113.51,0.1,1660.5,1219.73,0.99,1623.16,1166.83,0.94,1736.01,1350.01,0.98,1633.96,1241.79,0.64,1744.54,1447.81,0.96,1611.91,1335.92,0.56,1541.68,1441.82,0.99,1540.7,1392.12,0.99,1325.23,1376.91,0.99,1371.54,1274.13,0.98,1118.85,1494.34,0.99,1248.93,1404.91,0.98
152,5.067,1544.44,1149.24,0.87,1554.25,1128.03,0.92,1545.41,1128.12,0.3,1599.89,1119.44,0.97,1597.1,1116.62,0.1,1659.67,1220.1,0.99,1624.65,1173.1,0.94,1740.09,1346.81,0.98,1642.16,1252.57,0.62,1749.49,1444.72,0.96,1631.83,1352.47,0.52,1539.5,1442.28,0.99,1537.42,1394.89,0.99,1320.03,1376.82,0.99,1353.49,1282.09,0.98,1118.97,1489.36,0.99,1215.75,1406.91,0.98
153,5.1,1545.48,1151.16,0.87,1556.3,1129.87,0.93,1546.14,1130.09,0.31,1604.05,1121.81,0.97,1595.29,1119.34,0.09,1660.95,1219.99,0.99,1623.4,1177.32,0.93,1742.67,1345.04,0.98,1642.41,1262.69,0.6,1757.65,1444.69,0.96,1638.94,1361.28,0.5,1536.76,1442.87,0.99,1531.48,1396.84,0.99,1314.52,1381.05,0.99,1339.1,1290.32,0.98,1115.17,1488.94,0.99,1190.25,1411.33,0.98
154,5.133,1546.24,1151.5,0.85,1556.48,1130.52,0.91,1546.99,1130.26,0.28,1602.06,1122.22,0.97,1596.88,1118.59,0.1,1664.47,1222.96,0.99,1625.32,1175.2,0.93,1747.08,1347.35,0.98,1642.59,1248.99,0.59,1765.46,1444.97,0.96,1641.19,1349.13,0.47,1536.03,1443.82,1.0,1529.73,1395.87,0.99,1309.93,1388.19,0.99,1331.88,1301.61,0.98,1108.72,1487.11,0.99,1175.42,1413.66,0.98
155,5.167,1549.34,1153.41,0.86,1561.39,1132.56,0.92,1549.4,1132.06,0.3,1609.3,1124.88,0.97,1595.8,1120.39,0.1,1664.86,1224.25,0.99,1627.67,1178.22,0.94,1748.2,1346.38,0.98,1650.42,1254.97,0.63,1771.54,1445.26,0.96,1662.0,1365.74,0.5,1532.78,1444.42,1.0,1525.8,1396.93,0.99,1309.29,1395.27,0.99,1322.0,1311.47,0.99,1108.22,1485.53,0.99,1151.25,1417.1,0.98
156,5.2,1550.67,1152.48,0.84,1562.62,1131.97,0.9,1549.73,1131.25,0.29,1607.8,1124.49,0.96,1594.19,1119.55,0.11,1667.12,1223.25,0.99,1627.01,1181.03,0.94,1752.0,1349.83,0.98,1659.05,1265.28,0.65,1776.87,1447.65,0.95,1680.61,1378.95,0.51,1535.1,1446.82,1.0,1526.42,1402.57,0.99,1308.21,1396.7,0.99,1325.16,1327.84,0.98,1105.77,1483.69,0.98,1149.4,1423.11,0.97
157,5.233,1551.23,1152.56,0.84,1563.88,1131.95,0.91,1549.83,1130.72,0.28,1609.75,1124.96,0.97,1594.05,1118.83,0.11,1670.44,1224.55,0.99,1624.1,1183.3,0.93,1754.09,1353.34,0.97,1651.75,1260.34,0.56,1784.98,1454.07,0.95,1675.43,1371.72,0.42,1536.98,1446.59,0.99,1525.01,1407.89,0.98,1313.52,1386.99,0.99,1322.88,1351.4,0.98,1099.32,1475.87,0.98,1140.88,1435.61,0.97
158,5.267,1553.86,1151.63,0.8,1566.47,1133.94,0.89,1550.53,1130.8,0.23,1610.29,1127.12,0.96,1595.92,1114.91,0.08,1668.18,1225.03,0.99,1624.31,1172.97,0.87,1761.93,1353.64,0.98,1665.16,1239.51,0.4,1795.21,1463.02,0.94,1679.59,1355.87,0.29,1542.2,1443.36,0.99,1528.01,1399.59,0.98,1320.56,1393.26,0.99,1324.74,1353.2,0.96,1091.31,1475.11,0.98,1132.96,1435.67,0.95
159,5.3,1553.26,1150.77,0.78,1565.97,1133.36,0.88,1550.95,1129.79,0.21,1610.27,1127.95,0.96,1598.22,1114.72,0.08,1667.55,1225.96,0.99,1624.48,1176.35,0.86,1765.24,1356.53,0.98,1673.61,1254.23,0.38,1804.09,1465.41,0.93,1692.98,1367.71,0.26,1537.57,1444.2,0.99,1522.85,1401.61,0.97,1321.83,1397.17,0.99,1320.98,1360.07,0.96,1088.32,1474.64,0.97,1125.28,1437.8,0.94
160,5.333,1551.02,1149.88,0.75,1563.47,1132.72,0.86,1549.6,1128.6,0.19,1608.36,1127.38,0.96,1599.98,1112.76,0.08,1664.86,1226.22,0.99,1622.38,1175.01,0.87,1764.07,1355.01,0.98,1676.21,1253.57,0.39,1809.4,1473.7,0.93,1710.35,1380.46,0.26,1536.16,1443.06,0.99,1522.0,1400.08,0.97,1322.15,1405.7,0.99,1322.69,1364.66,0.96,1081.08,1476.51,0.97,1128.77,1438.89,0.94
161,5.367,1548.31,1148.64,0.75,1559.97,1131.77,0.86,1547.74,1127.41,0.18,1603.99,1127.09,0.96,1600.73,1111.96,0.08,1663.57,1227.47,1.0,1618.29,1173.35,0.87,1759.3,1354.55,0.98,1658.53,1246.91,0.39,1806.75,1469.78,0.93,1685.57,1367.73,0.26,1536.11,1440.87,0.99,1520.11,1397.08,0.98,1328.02,1413.82,0.99,1324.63,1372.23,0.96,1082.36,1478.92,0.97,1127.71,1442.96,0.94
162,5.4,1547.41,1148.09,0.78,1559.07,1130.71,0.88,1546.34,1127.13,0.2,1602.99,1125.68,0.97,1597.85,1112.25,0.08,1662.57,1227.1,1.0,1617.63,1173.61,0.86,1755.84,1358.0,0.98,1652.44,1244.96,0.39,1805.75,1469.34,0.94,1676.1,1357.21,0.27,1536.81,1440.9,0.99,1520.92,1398.31,0.97,1329.89,1418.14,0.99,1325.26,1381.7,0.95,1083.04,1477.84,0.97,1128.24,1446.67,0.93
163,5.433,1547.5,1148.45,0.76,1557.92,1130.73,0.86,1547.04,1127.79,0.19,1600.52,1124.86,0.96,1599.16,1113.86,0.08,1662.36,1223.59,0.99,1614.53,1180.52,0.87,1748.18,1354.4,0.98,1651.55,1273.85,0.43,1802.22,1466.33,0.94,1688.97,1390.28,0.31,1541.54,1441.37,0.99,1522.25,1402.3,0.98,1336.14,1425.4,0.99,1326.1,1388.34,0.96,1087.16,1481.19,0.97,1127.4,1451.21,0.93
164,5.467,1548.43,1149.91,0.77,1558.52,1131.82,0.87,1547.67,1129.23,0.2,1600.81,1124.57,0.96,1599.53,1114.45,0.08,1659.58,1220.63,0.99,1617.89,1179.75,0.87,1740.93,1349.49,0.98,1659.98,1275.51,0.44,1798.03,1464.79,0.94,1708.23,1397.29,0.32,1540.53,1441.65,0.99,1524.24,1403.59,0.97,1337.06,1429.22,0.99,1329.54,1391.34,0.95,1087.05,1481.24,0.97,1126.98,1452.32,0.93
165,5.5,1549.62,1150.68,0.74,1559.66,1132.94,0.84,1549.04,1129.98,0.18,1601.44,1126.09,0.95,1601.07,1115.12,0.08,1660.67,1222.54,0.99,1619.08,1181.33,0.87,1740.67,1352.72,0.97,1666.93,1280.14,0.46,1795.93,1465.06,0.94,1721.76,1403.81,0.34,1540.5,1441.09,0.99,1523.69,1402.88,0.98,1335.89,1431.05,0.99,1327.58,1394.23,0.95,1086.32,1480.43,0.96,1127.82,1453.03,0.93
166,5.533,1549.97,1151.55,0.76,1560.04,1133.73,0.85,1549.07,1131.0,0.2,1601.55,1126.56,0.96,1600.25,1115.88,0.08,1659.93,1222.4,0.99,1620.53,1179.59,0.87,1738.48,1353.78,0.98,1668.91,1276.27,0.47,1793.36,1463.68,0.94,1723.47,1400.55,0.35,1541.64,1440.99,0.99,1525.74,1401.89,0.98,1336.88,1435.21,0.99,1328.55,1395.61,0.96,1083.61,1480.92,0.97,1121.48,1453.37,0.93
167,5.567,1551.84,1153.67,0.73,1562.44,1136.31,0.83,1550.65,1132.71,0.18,1604.6,1128.88,0.95,1602.18,1115.84,0.08,1662.3,1225.16,0.99,1621.81,1176.06,0.86,1740.99,1357.44,0.97,1664.34,1265.55,0.44,1793.07,1469.28,0.93,1711.4,1391.55,0.32,1544.79,1438.57,0.99,1528.72,1397.34,0.98,1343.85,1436.0,0.99,1336.47,1394.58,0.96,1084.79,1478.6,0.97,1124.44,1451.64,0.93
168,5.6,1557.0,1155.91,0.74,1567.73,1138.61,0.84,1555.17,1135.21,0.19,1608.35,1130.34,0.95,1603.45,1117.9,0.09,1663.65,1225.25,0.99,1623.85,1175.05,0.86,1740.93,1357.06,0.97,1658.45,1256.83,0.42,1790.78,1473.53,0.93,1693.63,1379.31,0.3,1544.57,1437.88,0.99,1529.95,1396.12,0.98,1338.1,1433.06,0.99,1332.27,1392.53,0.96,1082.58,1480.73,0.97,1120.43,1453.03,0.94
169,5.633,1557.44,1156.06,0.73,1568.67,1139.27,0.84,1556.18,1135.4,0.18,1610.56,1132.24,0.95,1605.51,1118.36,0.08,1664.24,1227.64,0.99,1626.53,1171.78,0.86,1741.22,1358.51,0.98,1656.85,1243.16,0.41,1790.11,1477.28,0.93,1683.05,1362.53,0.29,1541.97,1438.18,0.99,1528.86,1393.88,0.98,1335.28,1435.21,0.99,1329.85,1391.21,0.96,1085.44,1481.59,0.97,1121.99,1453.34,0.94
170,5.667,1558.48,1154.69,0.69,1568.98,1138.45,0.8,1558.15,1133.72,0.16,1610.63,1132.18,0.95,1611.73,1116.28,0.08,1666.43,1226.79,0.99,1629.18,1169.85,0.86,1742.0,1359.28,0.97,1662.92,1250.49,0.42,1789.8,1478.82,0.93,1690.83,1379.22,0.29,1546.49,1434.74,0.99,1532.96,1389.79,0.98,1341.57,1435.89,0.99,1335.69,1389.76,0.96,1087.27,1483.61,0.97,1122.27,1454.11,0.94
171,5.7,1561.84,1154.59,0.73,1573.0,1138.14,0.84,1561.01,1133.83,0.18,1615.35,1132.46,0.95,1612.14,1117.19,0.08,1668.42,1228.32,0.99,1631.12,1169.99,0.85,1744.08,1361.62,0.97,1663.34,1245.92,0.4,1791.2,1481.25,0.93,1688.56,1373.57,0.28,1546.7,1433.76,0.99,1533.34,1388.55,0.98,1345.52,1435.41,0.99,1340.09,1388.83,0.96,1088.55,1483.77,0.97,1123.76,1454.85,0.94
172,5.733,1561.17,1152.35,0.72,1571.88,1136.21,0.83,1561.02,1131.72,0.17,1613.48,1131.25,0.95,1614.35,1115.36,0.08,1668.13,1228.47,0.99,1631.6,1166.27,0.86,1743.6,1358.71,0.98,1656.16,1228.77,0.42,1791.04,1479.45,0.93,1675.14,1343.66,0.3,1547.72,1431.53,0.99,1535.43,1385.33,0.98,1346.96,1435.04,0.99,1341.03,1388.81,0.97,1087.29,1482.13,0.98,1126.56,1453.72,0.95
173,5.767,1561.56,1150.54,0.72,1572.54,1134.57,0.82,1562.01,1129.97,0.17,1614.55,1130.84,0.95,1615.81,1114.33,0.08,1669.6,1231.04,0.99,1631.99,1163.64,0.87,1744.65,1358.25,0.98,1648.19,1200.42,0.44,1791.81,1476.16,0.94,1660.29,1283.42,0.31,1546.38,1431.93,0.99,1534.31,1385.21,0.98,1347.07,1431.52,0.99,1340.07,1391.69,0.97,1085.71,1479.85,0.97,1128.61,1453.77,0.94
174,5.8,1563.6,1151.39,0.75,1574.6,1134.55,0.85,1563.2,1130.8,0.19,1616.66,1129.18,0.96,1614.33,1115.21,0.08,1670.66,1228.4,0.99,1630.34,1170.35,0.86,1746.8,1360.28,0.98,1655.3,1233.7,0.42,1796.24,1477.2,0.94,1680.53,1341.97,0.31,1547.46,1433.04,0.99,1533.35,1389.67,0.98,1350.18,1430.78,0.99,1342.63,1392.4,0.96,1086.22,1479.18,0.97,1129.88,1453.16,0.94
175,5.833,1563.64,1150.99,0.74,1574.4,1134.34,0.84,1563.56,1130.48,0.18,1615.62,1129.51,0.96,1615.29,1115.09,0.09,1669.94,1229.16,0.99,1631.27,1168.47,0.86,1748.08,1359.33,0.98,1655.77,1223.77,0.42,1798.09,1476.4,0.93,1679.97,1329.88,0.31,1547.99,1432.9,0.99,1534.62,1388.67,0.98,1352.34,1432.33,0.99,1344.72,1393.01,0.96,1090.95,1479.13,0.97,1132.54,1452.67,0.94
176,5.867,1564.99,1151.07,0.75,1575.93,1134.16,0.85,1564.77,1130.41,0.2,1617.47,1128.89,0.96,1615.41,1115.1,0.08,1670.14,1226.9,0.99,1630.78,1171.65,0.86,1750.54,1358.87,0.98,1661.34,1243.39,0.42,1800.01,1475.81,0.94,1692.32,1363.59,0.31,1548.35,1432.5,0.99,1534.22,1389.96,0.98,1351.62,1433.85,0.99,1343.64,1394.45,0.96,1088.11,1479.8,0.97,1128.98,1451.77,0.94
177,5.9,1563.12,1150.81,0.74,1574.35,1134.32,0.84,1563.06,1129.9,0.18,1618.02,1129.07,0.96,1616.1,1113.14,0.08,1673.09,1229.92,0.99,1631.15,1164.47,0.86,1754.52,1357.82,0.98,1651.04,1210.46,0.41,1802.13,1475.6,0.94,1662.51,1304.22,0.29,1547.94,1429.1,0.99,1532.88,1382.26,0.98,1351.54,1434.99,0.99,1341.78,1391.31,0.96,1088.93,1480.78,0.97,1127.79,1452.77,0.95
178,5.933,1564.99,1152.69,0.78,1576.77,1135.58,0.88,1563.62,1132.01,0.22,1621.52,1129.38,0.96,1613.3,1115.18,0.08,1675.99,1228.89,0.99,1632.79,1165.18,0.86,1762.93,1358.85,0.98,1657.56,1216.9,0.41,1803.63,1474.88,0.94,1670.03,1318.71,0.3,1549.48,1430.11,0.99,1533.13,1382.49,0.98,1353.12,1438.12,0.99,1342.79,1388.5,0.96,1092.11,1482.17,0.97,1124.77,1451.9,0.95
179,5.967,1563.13,1150.13,0.7,1574.55,1134.39,0.81,1562.77,1129.56,0.17,1617.63,1130.46,0.95,1616.24,1112.77,0.08,1675.12,1230.5,0.99,1636.12,1159.84,0.86,1763.1,1353.9,0.97,1663.04,1193.19,0.42,1803.77,1471.1,0.93,1675.26,1285.05,0.29,1547.35,1430.14,0.99,1534.19,1380.01,0.98,1345.62,1441.1,0.99,1340.76,1391.86,0.96,1087.31,1484.06,0.97,1121.44,1453.51,0.94
180,6.0,1564.1,1152.19,0.74,1576.24,1135.88,0.85,1563.0,1131.54,0.19,1621.85,1130.77,0.96,1614.53,1114.41,0.08,1676.18,1228.13,0.99,1636.68,1163.55,0.85,1765.93,1352.66,0.97,1678.4,1211.33,0.4,1803.06,1465.01,0.93,1706.65,1321.69,0.28,1547.1,1428.35,0.99,1532.53,1380.67,0.98,1343.68,1441.51,0.99,1337.54,1396.19,0.96,1086.9,1483.4,0.97,1120.36,1455.27,0.94
181,6.033,1565.72,1152.86,0.77,1579.19,1136.17,0.87,1563.99,1132.06,0.21,1627.48,1131.03,0.96,1613.11,1115.17,0.08,1676.08,1227.43,0.99,1637.95,1166.58,0.85,1767.98,1352.56,0.97,1682.65,1222.47,0.39,1805.1,1467.99,0.93,1712.9,1339.96,0.28,1546.66,1430.04,0.99,1532.91,1383.59,0.98,1342.8,1441.5,0.99,1337.87,1395.9,0.96,1088.52,1484.36,0.97,1120.27,1455.76,0.94
182,6.067,1567.22,1154.14,0.79,1580.09,1137.18,0.88,1565.12,1133.45,0.22,1626.61,1130.88,0.96,1612.68,1115.89,0.08,1677.3,1227.07,0.99,1638.75,1164.78,0.85,1771.47,1353.25,0.97,1687.38,1215.44,0.4,1806.26,1469.16,0.94,1720.62,1330.97,0.3,1547.7,1428.44,0.99,1533.13,1381.53,0.98,1346.28,1443.25,0.99,1339.83,1397.78,0.96,1088.83,1483.72,0.97,1117.83,1456.27,0.94
183,6.1,1568.17,1155.18,0.82,1580.48,1135.22,0.9,1567.25,1133.49,0.27,1627.59,1127.13,0.96,1614.03,1117.77,0.11,1681.99,1227.25,0.99,1643.11,1168.19,0.91,1770.71,1357.43,0.97,1673.26,1215.96,0.51,1807.94,1465.41,0.93,1698.72,1308.59,0.38,1541.83,1427.39,0.99,1530.35,1382.64,0.98,1343.61,1443.06,0.99,1343.24,1399.21,0.97,1094.41,1484.6,0.97,1121.23,1459.11,0.95
184,6.133,1568.85,1156.15,0.84,1581.77,1135.43,0.91,1567.49,1134.68,0.3,1630.86,1127.35,0.97,1612.12,1120.34,0.11,1682.43,1227.35,0.99,1642.56,1175.36,0.9,1772.88,1359.14,0.97,1675.56,1239.36,0.49,1808.79,1469.3,0.93,1707.88,1345.85,0.37,1541.54,1428.5,0.99,1529.11,1385.77,0.98,1345.51,1446.51,0.99,1341.96,1401.23,0.97,1098.72,1486.98,0.97,1120.61,1461.84,0.95
185,6.167,1570.95,1156.95,0.81,1582.75,1136.7,0.89,1570.2,1135.71,0.27,1629.65,1128.43,0.96,1616.21,1121.24,0.11,1683.93,1227.17,0.99,1643.39,1175.19,0.91,1772.6,1360.42,0.97,1677.8,1242.02,0.5,1807.91,1469.68,0.93,1712.02,1352.6,0.37,1541.65,1427.98,0.99,1528.94,1385.29,0.98,1342.49,1443.72,0.99,1340.56,1399.89,0.97,1096.87,1486.91,0.97,1120.95,1461.71,0.95
186,6.2,1573.04,1157.82,0.79,1585.07,1140.17,0.88,1570.79,1137.79,0.23,1630.17,1133.09,0.96,1616.51,1121.66,0.08,1682.32,1228.26,0.99,1641.54,1172.44,0.85,1775.99,1360.46,0.97,1685.81,1238.14,0.38,1808.07,1477.29,0.93,1713.87,1354.44,0.27,1546.52,1430.92,0.99,1530.92,1385.44,0.97,1344.26,1442.9,0.99,1336.11,1398.01,0.96,1091.06,1484.3,0.97,1117.93,1456.1,0.94
187,6.233,1577.73,1158.87,0.86,1591.1,1138.49,0.92,1575.76,1137.23,0.33,1639.12,1130.83,0.97,1617.22,1122.77,0.12,1687.42,1229.68,0.99,1646.02,1177.03,0.91,1773.73,1364.9,0.97,1676.69,1248.29,0.5,1805.2,1475.32,0.93,1711.17,1366.17,0.38,1543.43,1427.28,0.99,1530.23,1383.93,0.98,1345.61,1444.43,0.99,1343.44,1397.68,0.97,1098.39,1487.94,0.97,1120.42,1461.26,0.95
188,6.267,1577.02,1158.09,0.79,1589.01,1140.56,0.88,1575.38,1137.61,0.23,1634.4,1134.02,0.96,1622.54,1121.69,0.08,1686.76,1228.74,0.99,1646.1,1177.05,0.85,1775.78,1364.15,0.97,1697.19,1264.61,0.4,1807.27,1480.16,0.93,1733.87,1394.13,0.29,1551.05,1431.53,0.99,1534.74,1386.75,0.98,1345.73,1444.09,0.99,1338.06,1396.32,0.96,1093.11,1484.61,0.97,1118.93,1455.78,0.94
189,6.3,1580.64,1159.93,0.74,1592.21,1142.6,0.85,1579.1,1139.2,0.2,1636.52,1135.01,0.95,1627.08,1121.86,0.08,1689.26,1228.99,0.99,1649.8,1175.63,0.85,1777.56,1365.39,0.97,1699.3,1264.42,0.4,1808.4,1483.12,0.93,1732.65,1395.74,0.28,1552.28,1431.52,0.99,1536.71,1385.57,0.98,1345.27,1444.59,0.99,1336.51,1395.09,0.96,1093.19,1483.26,0.97,1117.45,1453.99,0.94
190,6.333,1584.57,1162.05,0.72,1595.82,1144.86,0.82,1583.1,1141.27,0.18,1638.37,1136.73,0.95,1630.77,1123.01,0.09,1691.38,1231.79,0.99,1653.15,1174.09,0.84,1781.24,1367.56,0.97,1699.08,1249.93,0.39,1809.46,1483.86,0.93,1728.18,1374.43,0.28,1554.07,1430.87,0.99,1539.9,1383.79,0.98,1350.22,1442.63,0.99,1342.75,1394.36,0.96,1092.95,1482.83,0.97,1118.37,1454.19,0.94
191,6.367,1586.82,1161.46,0.71,1597.56,1144.74,0.81,1586.76,1140.94,0.18,1638.94,1138.73,0.94,1636.4,1124.7,0.09,1692.79,1231.81,0.99,1657.01,1179.76,0.86,1783.94,1369.17,0.97,1714.76,1274.11,0.43,1811.32,1482.95,0.93,1748.72,1398.64,0.31,1555.93,1430.08,0.99,1541.79,1384.74,0.98,1353.54,1446.11,0.99,1344.68,1397.34,0.96,1095.81,1481.16,0.97,1119.42,1452.29,0.94
192,6.4,1586.57,1156.02,0.69,1597.42,1139.9,0.8,1587.83,1135.63,0.17,1639.23,1137.57,0.94,1640.71,1122.12,0.09,1693.88,1233.47,0.99,1658.68,1181.8,0.86,1785.32,1369.0,0.97,1720.53,1277.96,0.43,1811.17,1480.32,0.93,1758.07,1403.72,0.3,1557.54,1430.53,0.99,1543.27,1385.7,0.98,1354.9,1445.98,0.99,1344.57,1399.79,0.96,1096.65,1482.04,0.97,1119.25,1454.6,0.94
193,6.433,1590.96,1156.16,0.71,1602.38,1140.1,0.81,1592.64,1135.96,0.17,1644.83,1139.23,0.95,1644.79,1124.02,0.09,1696.55,1235.39,0.99,1662.41,1185.93,0.86,1788.45,1371.05,0.97,1722.96,1283.98,0.42,1811.66,1481.16,0.93,1758.78,1405.91,0.3,1553.11,1433.91,0.99,1540.57,1389.84,0.98,1347.85,1442.37,0.99,1343.43,1398.39,0.96,1095.09,1481.46,0.97,1122.45,1452.57,0.94
194,6.467,1590.98,1153.83,0.71,1602.26,1137.89,0.81,1593.77,1133.53,0.17,1646.37,1138.29,0.95,1650.51,1121.92,0.09,1696.54,1234.73,0.99,1669.88,1183.63,0.86,1790.35,1371.0,0.97,1738.37,1285.18,0.44,1813.24,1481.07,0.93,1773.61,1412.38,0.32,1556.13,1431.65,0.99,1546.92,1386.67,0.98,1354.68,1447.04,0.99,1348.71,1398.91,0.96,1095.46,1481.34,0.97,1121.52,1453.4,0.94
195,6.5,1593.31,1153.74,0.75,1605.05,1137.27,0.85,1596.27,1133.68,0.2,1651.02,1138.06,0.96,1651.24,1123.85,0.08,1699.12,1233.28,0.99,1668.43,1189.09,0.86,1791.36,1366.12,0.97,1736.6,1295.41,0.44,1813.73,1478.37,0.94,1774.64,1419.77,0.33,1556.32,1432.43,0.99,1544.45,1390.12,0.98,1354.48,1443.98,0.99,1346.9,1398.21,0.96,1097.14,1481.14,0.97,1121.31,1450.9,0.94
196,6.533,1598.16,1156.1,0.77,1610.45,1139.21,0.87,1599.76,1135.54,0.21,1656.54,1137.59,0.96,1651.5,1123.38,0.08,1702.36,1233.31,0.99,1671.86,1184.66,0.86,1793.85,1366.87,0.97,1733.38,1281.28,0.42,1813.54,1476.82,0.94,1762.85,1406.76,0.31,1556.69,1432.38,0.99,1545.95,1388.42,0.98,1353.31,1441.12,0.99,1348.21,1395.07,0.96,1099.43,1479.65,0.97,1126.27,1448.73,0.94
197,6.567,1604.19,1156.4,0.84,1618.08,1139.07,0.92,1604.01,1135.69,0.28,1664.96,1136.73,0.97,1649.62,1122.92,0.08,1704.83,1232.93,0.99,1675.22,1182.38,0.85,1796.63,1365.16,0.97,1733.42,1267.84,0.4,1812.12,1472.0,0.94,1757.19,1389.96,0.33,1558.51,1429.84,0.99,1548.93,1385.74,0.97,1351.53,1439.64,0.99,1350.36,1396.23,0.96,1098.72,1478.87,0.97,1126.02,1450.31,0.94
198,6.6,1607.21,1155.46,0.88,1622.06,1137.69,0.94,1606.59,1134.98,0.34,1669.97,1136.34,0.97,1648.9,1123.93,0.08,1706.21,1233.42,0.99,1675.02,1185.83,0.85,1800.02,1362.87,0.97,1731.63,1271.03,0.39,1813.68,1470.5,0.95,1753.74,1389.85,0.33,1557.38,1430.96,0.99,1546.89,1387.7,0.97,1351.49,1439.84,0.99,1349.53,1395.25,0.96,1098.66,1479.0,0.97,1125.26,1450.03,0.94
199,6.633,1608.17,1156.11,0.88,1622.53,1138.16,0.94,1608.11,1135.92,0.34,1670.35,1137.31,0.97,1650.76,1126.36,0.08,1709.17,1234.13,0.99,1674.35,1192.78,0.85,1803.6,1365.93,0.97,1736.55,1292.01,0.41,1817.09,1474.73,0.95,1762.81,1406.86,0.35,1558.35,1431.21,0.99,1544.96,1389.96,0.97,1351.3,1440.19,0.99,1347.2,1397.11,0.96,1101.77,1478.87,0.97,1127.94,1449.95,0.94
200,6.667,1608.36,1156.22,0.86,1622.47,1138.77,0.93,1609.11,1135.57,0.3,1670.18,1138.13,0.97,1654.83,1124.65,0.08,1709.67,1236.43,0.99,1676.79,1186.73,0.84,1806.78,1367.68,0.97,1735.52,1273.96,0.37,1819.92,1478.17,0.94,1759.15,1396.06,0.31,1557.48,1429.07,0.99,1545.84,1384.83,0.97,1353.16,1439.15,0.99,1348.87,1393.89,0.96,1099.05,1477.73,0.97,1127.6,1448.15,0.94
201,6.7,1612.37,1157.69,0.84,1625.59,1140.73,0.92,1614.28,1137.34,0.28,1671.37,1141.12,0.97,1661.33,1127.51,0.08,1712.23,1238.56,0.99,1678.19,1190.24,0.84,1808.76,1368.32,0.97,1737.35,1280.86,0.38,1821.51,1478.08,0.94,1761.61,1400.73,0.32,1559.02,1426.75,0.99,1545.99,1383.07,0.97,1357.91,1439.48,0.99,1349.54,1394.45,0.96,1102.66,1476.99,0.97,1129.36,1447.71,0.94
