Leg_Stability_StdDev,Core_Stability_StdDev,Leg_Fatigue_Slope,Avg_Leg_Angle,Avg_Core_Angle,Source_File,Person_ID,Level,Place
4.29903101820185,5.196201562022571,0.013572824816365146,20.77525563855827,149.49573718559853,norm_필라테스_가산_A_Mat_Hundred_고급_actorP082_20221006_15.51.54_CAM_1.csv,actorP082,고급,가산
1.8583687223356973,10.764645000979636,-0.02482081378082506,9.95125559930068,156.97192770923502,norm_필라테스_가산_C_Mat_Hundred_고급_actorP079_20221028_14.16.15_CAM_1.csv,actorP079,고급,가산
1.614619325736798,6.713806169090496,0.003697976625598676,10.120511103638467,159.1010667360653,norm_필라테스_가산_A_Mat_Hundred_고급_actorP075_20220930_11.14.40_CAM_1.csv,actorP075,고급,가산
3.5512877724268765,9.395259592077496,-0.021634004516630296,17.882837180868364,146.6963528489595,norm_필라테스_가산_A_Mat_Hundred_고급_actorP075_20220930_11.15.35_CAM_1.csv,actorP075,고급,가산
2.6572409459120827,6.461343311409918,-0.019675443632181044,15.864875932717391,149.8078829589283,norm_필라테스_가산_A_Mat_Hundred_고급_actorP075_20220930_11.17.02_CAM_1.csv,actorP075,고급,가산
0.9070366191629851,2.2168969305753548,0.003672002190744865,7.1868080054964745,158.84555746197714,norm_필라테스_가산_A_Mat_Hundred_고급_actorP076_20220929_15.26.04_CAM_1.csv,actorP076,고급,가산
3.2024279930414976,27.198660336134466,0.03180758598699549,6.959554564345576,152.32811768842538,norm_필라테스_가산_A_Mat_Hundred_고급_actorP077_20220929_11.10.42_CAM_1.csv,actorP077,고급,가산
1.106014842113176,19.450479229839807,0.011772094151364002,6.611682390631931,159.35514175934424,norm_필라테스_가산_A_Mat_Hundred_고급_actorP077_20220929_11.11.30_CAM_1.csv,actorP077,고급,가산
4.050633929790446,22.28723236747943,0.3518613925058981,12.06442495459487,84.99966374050948,norm_필라테스_가산_A_Mat_Hundred_고급_actorP077_20220929_11.12.19_CAM_1.csv,actorP077,고급,가산
2.9094846833531904,3.961501663080525,-0.02494671724236246,16.316238165365654,154.56793360880468,norm_필라테스_가산_A_Mat_Hundred_고급_actorP079_20220928_12.01.17_CAM_1.csv,actorP079,고급,가산
2.8942833754847013,3.8124936457643543,-0.010642592961166543,15.862099803744037,151.98957316159766,norm_필라테스_가산_A_Mat_Hundred_고급_actorP079_20220928_12.02.15_CAM_1.csv,actorP079,고급,가산
2.892483665205989,4.161485217185259,0.00019288551284294677,15.222803791746617,153.71962909100654,norm_필라테스_가산_A_Mat_Hundred_고급_actorP079_20220928_12.03.10_CAM_1.csv,actorP079,고급,가산
4.676520356382638,6.183279676369199,0.055372648202690895,18.84312930204356,146.69325895768444,norm_필라테스_가산_A_Mat_Hundred_고급_actorP082_20221006_15.50.10_CAM_1.csv,actorP082,고급,가산
4.274368984608234,6.540863365816477,0.00645774989782324,21.51172262949947,147.8189268025817,norm_필라테스_가산_A_Mat_Hundred_고급_actorP082_20221006_15.51.01_CAM_1.csv,actorP082,고급,가산
5.029505614759755,9.380919227180783,0.032419896849253935,21.229364318101688,141.35198202250038,norm_필라테스_가산_A_Mat_Hundred_고급_actorP082_20221006_15.52.49_CAM_1.csv,actorP082,고급,가산
4.571843471157405,6.824202391163944,-0.01178140961431797,22.628749259739124,144.27727302318056,norm_필라테스_가산_A_Mat_Hundred_고급_actorP082_20221006_15.53.42_CAM_1.csv,actorP082,고급,가산
2.4068566100232216,12.523754673365694,-0.02888495035677447,14.941434403581237,150.25028932525427,norm_필라테스_가산_A_Mat_Hundred_고급_actorP091_20221011_11.35.27_CAM_1.csv,actorP091,고급,가산
3.4591844569488615,15.325472717746136,-0.02810941494917879,15.800751545209353,149.02802955940376,norm_필라테스_가산_A_Mat_Hundred_고급_actorP091_20221011_11.36.16_CAM_1.csv,actorP091,고급,가산
2.3542042074682463,10.642293536134618,-0.027173748649259758,13.652709244157327,154.34857380669288,norm_필라테스_가산_A_Mat_Hundred_고급_actorP091_20221011_11.37.05_CAM_1.csv,actorP091,고급,가산
3.2366195252864105,4.964363213088171,-0.05065316714399223,13.845263691124181,155.98635355038397,norm_필라테스_가산_A_Mat_Hundred_고급_actorP091_20221011_11.37.52_CAM_1.csv,actorP091,고급,가산
2.124398847211486,17.980775196630674,-0.02232540478459494,12.846445522105135,151.4969240612828,norm_필라테스_가산_A_Mat_Hundred_고급_actorP091_20221011_11.38.46_CAM_1.csv,actorP091,고급,가산
1.9569422531467426,3.6590616770214606,-0.018959589000274123,12.965788716966523,157.29975901327177,norm_필라테스_가산_A_Mat_Hundred_고급_actorP091_20221011_11.39.39_CAM_1.csv,actorP091,고급,가산
1.8341999635282331,17.924140446705977,-0.01427007870132136,8.132613324805346,164.43050072159508,norm_필라테스_가산_A_Mat_Hundred_고급_actorP086_20221012_15.36.09_CAM_1.csv,actorP086,고급,가산
1.3549374833206145,17.353254957386536,-0.010802919369284927,7.097587052325456,163.9469460434051,norm_필라테스_가산_A_Mat_Hundred_고급_actorP086_20221012_15.37.03_CAM_1.csv,actorP086,고급,가산
1.7442679563226966,24.63303188136475,0.008943974082168382,8.045036487510712,160.98609930342855,norm_필라테스_가산_A_Mat_Hundred_고급_actorP086_20221012_15.37.57_CAM_1.csv,actorP086,고급,가산
2.047522493894802,23.61492407831614,0.001618040138915736,10.509850003065074,163.02943984076487,norm_필라테스_가산_A_Mat_Hundred_고급_actorP086_20221012_15.38.54_CAM_1.csv,actorP086,고급,가산
