Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf,norm_Nose_x,norm_Nose_y,norm_Left_Eye_x,norm_Left_Eye_y,norm_Right_Eye_x,norm_Right_Eye_y,norm_Left_Ear_x,norm_Left_Ear_y,norm_Right_Ear_x,norm_Right_Ear_y,norm_Left_Shoulder_x,norm_Left_Shoulder_y,norm_Right_Shoulder_x,norm_Right_Shoulder_y,norm_Left_Elbow_x,norm_Left_Elbow_y,norm_Right_Elbow_x,norm_Right_Elbow_y,norm_Left_Wrist_x,norm_Left_Wrist_y,norm_Right_Wrist_x,norm_Right_Wrist_y,norm_Left_Hip_x,norm_Left_Hip_y,norm_Right_Hip_x,norm_Right_Hip_y,norm_Left_Knee_x,norm_Left_Knee_y,norm_Right_Knee_x,norm_Right_Knee_y,norm_Left_Ankle_x,norm_Left_Ankle_y,norm_Right_Ankle_x,norm_Right_Ankle_y
308,10.267,1709.09,855.18,0.9,1732.15,850.31,0.93,1717.38,844.93,0.45,1770.49,881.92,0.96,1742.68,859.98,0.13,1730.27,990.36,1.0,1695.11,946.54,0.94,1731.47,1127.53,0.98,1692.39,1064.69,0.65,1738.51,1253.5,0.95,1727.61,1200.06,0.5,1491.67,1070.49,0.99,1478.68,1030.33,0.98,1302.7,1035.94,0.98,1302.88,1000.65,0.95,1113.34,1074.64,0.96,1141.63,1037.01,0.93,0.9259287876710512,-0.8073111547552395,1.0212860341426795,-0.8274494804411383,0.9602094283150152,-0.8496967478313098,1.1798288281462437,-0.6967364465743496,1.0648294775661935,-0.7874622916562014,1.0135118960955558,-0.24831754772858694,0.8681189738951035,-0.42952112710355317,1.0184741118703156,0.3189050671245413,0.8568712848056496,0.05905036771963831,1.0475857777489042,0.8398136680799149,1.0025123177948387,0.618829658910627,0.026857992880885084,0.08303441063097547,-0.026857992880886025,-0.08303441063097454,-0.7545669362493598,-0.05983605188397357,-0.7538226038831456,-0.2057665474600248,-1.5376045855064018,0.10019540685201896,-1.420620348616447,-0.05541140948481332
309,10.3,1708.11,855.04,0.89,1730.61,850.55,0.92,1717.44,844.89,0.41,1768.75,882.45,0.96,1744.98,859.66,0.12,1728.34,990.42,1.0,1695.85,944.34,0.95,1731.97,1128.61,0.98,1698.15,1067.44,0.66,1737.85,1255.21,0.95,1733.08,1208.28,0.49,1492.58,1071.78,0.99,1480.58,1027.83,0.98,1313.29,1029.83,0.98,1320.4,971.97,0.95,1132.7,1061.37,0.97,1164.26,983.33,0.94,0.9226341329874932,-0.8111625374049068,1.0163427412672683,-0.8298626107905154,0.9614919692208406,-0.853435531806672,1.1751892443690743,-0.697004628384967,1.0761913057552852,-0.791921036504793,1.0068885838985977,-0.24732825345308615,0.8715733535426023,-0.43924348321006546,1.022006906034402,0.32820919446611957,0.8811524557223135,0.07344672475617138,1.0464960889981827,0.8554762970536552,1.0266298640428704,0.6600209643172172,0.024988962207940054,0.09152207408658102,-0.024988962207940054,-0.09152207408658006,-0.7217228768356552,-0.08319242001726672,-0.6921109566192456,-0.32416931224250156,-1.4738489910243038,0.048166224655804675,-1.3424070498105394,-0.27685687712880164
310,10.333,1706.53,857.35,0.92,1729.97,852.73,0.94,1715.44,846.62,0.48,1769.48,884.29,0.96,1741.52,860.31,0.13,1727.93,990.58,1.0,1695.77,944.97,0.96,1730.8,1126.19,0.98,1704.57,1070.97,0.69,1737.47,1254.8,0.95,1737.95,1210.34,0.53,1496.27,1069.57,0.99,1483.44,1024.41,0.98,1321.9,1018.33,0.98,1330.87,950.88,0.95,1142.67,1036.16,0.97,1172.44,936.3,0.94,0.9192639062082874,-0.804565395977107,1.0187102934773415,-0.8241661770855979,0.9570654126318061,-0.850088422231243,1.1863351552947614,-0.6902699321107116,1.0677122462485689,-0.7920073197690697,1.0100554031177482,-0.23932468881601235,0.8736136021547456,-0.432829369845942,1.022231645927568,0.3360133904312746,0.9109484233137759,0.10173738765835816,1.050529743328788,0.8816533164838777,1.0525661881192807,0.6930276177645031,0.027216236106270365,0.0957977570194211,-0.027216236106270365,-0.0957977570194211,-0.7125647599732913,-0.12159272436566052,-0.6745086979509621,-0.40775564336300235,-1.4729647595565907,-0.04594728558548835,-1.346662756612916,-0.4696126538742144
311,10.367,1705.48,858.62,0.92,1729.19,853.32,0.94,1715.17,847.29,0.51,1769.58,884.15,0.96,1742.4,860.27,0.14,1726.13,989.94,1.0,1699.3,944.19,0.96,1733.63,1124.8,0.98,1710.34,1073.77,0.69,1739.92,1253.52,0.95,1739.82,1211.87,0.53,1499.57,1072.42,0.99,1489.76,1025.87,0.98,1331.84,1013.87,0.98,1348.51,932.51,0.95,1161.16,1010.45,0.97,1200.93,890.16,0.95,0.9048360027210303,-0.8177495881148127,1.0066013497054274,-0.8404976412155001,0.9464263111258726,-0.8663789167243959,1.1799586826746291,-0.7081726455373496,1.0632997990375186,-0.8106676470551647,0.9934675681038985,-0.2541129214766431,0.8783109143885302,-0.45047583267597485,1.0256582092841167,0.3247177277985888,0.9256955382058113,0.10569260520838349,1.052655427020593,0.8771949721609492,1.052226218471523,0.6984296114734698,0.021052679331862664,0.09989828979594458,-0.021052679331862664,-0.09989828979594458,-0.69885882002254,-0.1514033156842934,-0.6273097548926411,-0.5006073912073018,-1.4314319715744943,-0.1660822480624728,-1.2607357316095233,-0.682377211738268
312,10.4,1705.32,857.24,0.92,1728.77,853.02,0.93,1715.58,846.16,0.51,1767.74,885.6,0.95,1742.74,859.36,0.15,1724.39,992.38,1.0,1696.57,939.57,0.96,1733.45,1126.85,0.98,1707.8,1069.68,0.71,1741.11,1256.47,0.95,1741.36,1212.4,0.55,1500.63,1072.18,0.99,1491.9,1021.18,0.97,1339.74,1012.07,0.98,1363.49,909.21,0.95,1162.24,1011.99,0.97,1221.89,872.29,0.95,0.9132491282578856,-0.827561717524929,1.0156895963531116,-0.8459966333186115,0.9580695633392082,-0.875964292641991,1.18592861731989,-0.7036720938498499,1.0767170308644254,-0.8183005749935055,0.9965557264061147,-0.23720756578126947,0.875025072998473,-0.4679061210097927,1.036134005337575,0.3502197154453833,0.9240829176342678,0.10047465953902746,1.0695964354275285,0.9164599488996767,1.0706885512920832,0.723941764295984,0.019068342995124162,0.11139581818457392,-0.019068342995124162,-0.11139581818457442,-0.6837737427976645,-0.15119252028894528,-0.580022735664973,-0.600532671601309,-1.4591760066314632,-0.15154199736560295,-1.1985971613487243,-0.7618163424787395
313,10.433,1707.85,856.75,0.94,1731.1,850.45,0.95,1719.42,843.69,0.55,1773.76,881.0,0.96,1745.37,858.93,0.16,1728.45,989.1,1.0,1695.62,947.26,0.97,1741.23,1127.03,0.98,1706.05,1080.17,0.8,1746.66,1257.2,0.97,1750.8,1204.8,0.72,1510.01,1089.19,0.99,1496.62,1045.47,0.98,1348.2,1026.08,0.98,1365.0,931.4,0.96,1162.97,1031.16,0.97,1229.05,894.81,0.95,0.885152931594652,-0.9113134883281682,0.98577045749279,-0.9385775921199215,0.9352236745899842,-0.9678324082520253,1.1703873888826644,-0.8063683269075296,1.047525816398873,-0.9018792428891171,0.9743022233581642,-0.3385509269252186,0.83222594915447,-0.5196191971866423,1.0296094053357212,0.25835984069328377,0.8773631876541511,0.055566840108907854,1.0531084662228996,0.8216881566571824,1.0710248772860513,0.5949200552781525,0.028973519823140993,0.09460211252186286,-0.028973519823141978,-0.09460211252186188,-0.6712811840726748,-0.17851496530314823,-0.5985769072946656,-0.5882554965735013,-1.4728891119054541,-0.1565305768488447,-1.1869189565786173,-0.746603680341797
314,10.467,1706.13,856.9,0.93,1729.04,849.79,0.95,1717.67,843.58,0.53,1772.81,878.39,0.96,1745.15,857.65,0.16,1729.4,985.29,1.0,1696.05,947.17,0.97,1741.09,1128.43,0.98,1705.74,1082.17,0.79,1747.6,1259.2,0.97,1747.06,1195.43,0.71,1514.58,1082.07,0.99,1502.52,1042.44,0.98,1353.28,1024.62,0.98,1372.51,944.55,0.95,1160.38,1045.33,0.96,1235.22,925.0,0.94,0.8756871503049312,-0.9101464457478952,0.9772257301889571,-0.9416584188153517,0.9268331656633625,-0.9691815345324969,1.171217159325746,-0.8149013963499148,1.0486262767595236,-0.9068223979559693,0.978821273129082,-0.34111378440742535,0.8310119479814478,-0.5100640535117069,1.0306320980458978,0.2932918168409188,0.8739586454531293,0.08826454903493602,1.0594848328798137,0.8728727898410997,1.0570915184696272,0.5902400862529562,0.02672534424708324,0.08782134266267864,-0.02672534424708324,-0.08782134266267966,-0.68816653420309,-0.16680071819883718,-0.6029379488181127,-0.5216760604648344,-1.543111626286403,-0.0750126785044595,-1.211415977289435,-0.6083229062410331
315,10.5,1706.52,855.91,0.94,1730.44,849.51,0.95,1716.75,841.51,0.57,1773.38,877.96,0.96,1739.65,853.28,0.17,1732.64,989.37,1.0,1686.04,937.45,0.97,1743.43,1129.2,0.98,1676.61,1047.44,0.76,1749.43,1261.03,0.97,1719.98,1156.16,0.67,1520.29,1083.35,0.99,1502.28,1036.13,0.97,1359.86,1025.33,0.98,1376.2,925.9,0.95,1166.17,1054.78,0.96,1247.56,900.72,0.93,0.8864684726885297,-0.9254942443112296,0.9950777172743349,-0.9545535739662944,0.9329179949340475,-0.9908777360351255,1.190047657178786,-0.8253757726090137,1.0368959088560767,-0.9374358125913579,1.0050668618432637,-0.31951641059795527,0.7934786177923221,-0.5552602224246687,1.0540590754335994,0.3153845371626259,0.7506615117536871,-0.055848399180827554,1.0813021969852226,0.9139613228543755,0.9475838753693381,0.43779696333458673,0.04088738492872846,0.10720168330563723,-0.04088738492872743,-0.10720168330563723,-0.6875482801590928,-0.15623930209856,-0.6133561791335047,-0.6077032314115438,-1.567001649048078,-0.022520980482675423,-1.1974487052003087,-0.7220335315231894
316,10.533,1705.22,856.99,0.95,1730.01,851.73,0.96,1715.52,841.54,0.61,1774.07,882.4,0.96,1737.16,852.41,0.15,1737.69,994.45,1.0,1672.12,922.28,0.98,1742.44,1122.45,0.98,1548.91,900.74,0.9,1741.75,1242.96,0.97,1371.78,716.57,0.86,1520.36,1082.43,0.99,1501.97,1032.02,0.98,1362.98,1049.84,0.98,1381.47,962.68,0.96,1152.04,1144.11,0.94,1245.93,1003.76,0.92,0.8921858002433694,-0.9205989215002496,1.00616011674144,-0.9447822577156529,0.9395410023381706,-0.991631724642452,1.2087300394887168,-0.803774097691618,1.039032902661618,-0.941655894858909,1.041469626652904,-0.28861386519428706,0.7400054905989096,-0.6204221113284449,1.0633081907257493,0.29987796666344013,0.17353612651148423,-0.7194542524082529,1.0601358519446409,0.8539338311726175,-0.6408354217460102,-1.5661928514179215,0.042274862452591905,0.11588231735917269,-0.042274862452591905,-0.11588231735917165,-0.6812942351862287,-0.03395322014272898,-0.5962847510374054,-0.4346793768983499,-1.6511103837180177,0.3994618188356142,-1.2194424298655016,-0.24581027961151042
317,10.567,1705.06,858.22,0.95,1729.38,852.54,0.95,1714.91,842.79,0.61,1773.04,882.33,0.95,1735.67,853.01,0.16,1738.42,997.14,0.99,1665.51,919.06,0.99,1740.47,1121.27,0.98,1517.44,873.87,0.94,1743.3,1244.97,0.97,1375.38,697.29,0.92,1518.58,1081.61,0.99,1500.14,1030.48,0.99,1357.91,1055.7,0.98,1380.68,974.73,0.96,1147.82,1174.33,0.92,1246.53,1045.1,0.91,0.9056894559010876,-0.9155238457518287,1.0182411552752042,-0.9418105913293363,0.9512747453268713,-0.9869330859386138,1.2202973721614658,-0.8039440154923742,1.0473509492333943,-0.9396354556917608,1.0600778066872931,-0.2726092866625125,0.722654105973198,-0.6339594793899372,1.069565100425654,0.3018579190656536,0.03739382117363684,-0.843096456968732,1.0826621937327567,0.8743351070828468,-0.6200524951539492,-1.6602995439539863,0.04266968208179793,0.11831349483960742,-0.042669682081798985,-0.11831349483960847,-0.7009027495974446,-0.0015966421169437929,-0.5955243698791627,-0.37632160504137485,-1.6731883795936624,0.5474168487034242,-1.2163636162211713,-0.05065289266651794
318,10.6,1705.23,858.53,0.95,1729.71,853.41,0.95,1715.28,843.22,0.6,1773.66,883.84,0.95,1736.42,853.29,0.16,1738.11,997.75,0.99,1665.57,916.41,0.99,1741.6,1121.53,0.98,1519.81,872.05,0.94,1744.28,1245.27,0.97,1392.62,696.78,0.92,1519.88,1080.54,0.99,1500.6,1026.3,0.99,1359.84,1060.5,0.98,1381.22,967.2,0.96,1147.85,1174.98,0.92,1241.18,1029.63,0.91,0.90922506811931,-0.9087587749411375,1.0233736381360325,-0.9326329856635893,0.9560875325256848,-0.9801482605194062,1.228309489943016,-0.79073997154558,1.0546619103914334,-0.9331925374773968,1.0625422651025542,-0.25958541228884585,0.7242931936559431,-0.6388682834146713,1.0788158970207882,0.317592283653552,0.044624257151144875,-0.8457159372521635,1.0913125541958217,0.894583462324681,-0.5484540361669488,-1.6629879906357803,0.04495066237586666,0.1264587099204861,-0.04495066237586666,-0.1264587099204872,-0.7013049399720206,0.033013557014639976,-0.6016114584786572,-0.40203797822066223,-1.6897998483807213,0.5668259873869597,-1.2546084251919662,-0.11093114708732936
319,10.633,1703.65,859.71,0.95,1728.22,854.34,0.95,1713.42,843.93,0.61,1772.07,883.33,0.95,1733.97,852.58,0.16,1736.91,997.51,0.99,1663.35,914.49,0.99,1741.74,1122.04,0.98,1522.72,866.55,0.95,1742.46,1245.23,0.98,1407.16,689.15,0.93,1519.48,1083.0,0.99,1499.24,1028.34,0.99,1366.34,1061.66,0.97,1392.36,966.2,0.96,1159.53,1165.95,0.92,1264.06,1008.88,0.91,0.9026761021794664,-0.9104349631122977,1.016828924406804,-0.935384114734634,0.9480677616487823,-0.9837492298907837,1.2205570991999974,-0.800695864170103,1.0435435653431977,-0.9435611178734258,1.057202877404589,-0.2702127855409844,0.7154413143991758,-0.6559257404174026,1.0796431757911593,0.308356646773643,0.062070887462646475,-0.8786561554592662,1.082988313438847,0.8807004062439633,-0.4748237049912066,-1.7028609036533953,0.04701776804805241,0.1269758498768066,-0.04701776804805347,-0.12697584987680766,-0.6644744255170493,0.027829686818956267,-0.5435848677492294,-0.41567981297028617,-1.6253187545701937,0.5123635830374778,-1.1396698124691096,-0.21738748685458495
320,10.667,1705.15,858.88,0.95,1729.17,853.49,0.94,1714.87,843.31,0.59,1772.04,883.3,0.94,1734.54,852.85,0.16,1736.95,999.93,0.99,1656.59,912.16,0.99,1741.29,1124.16,0.98,1503.09,858.05,0.96,1744.34,1248.33,0.98,1414.74,690.34,0.95,1516.26,1084.86,0.99,1493.27,1028.89,0.99,1370.14,1062.22,0.97,1393.18,963.97,0.96,1159.89,1181.84,0.9,1258.8,1033.15,0.9,0.923986602035384,-0.9129661764602922,1.034744184593409,-0.9378197722133211,0.9688060734119028,-0.9847603296837918,1.2324201864361457,-0.8003641712118753,1.059505559211918,-0.9407708485179479,1.0706182059215288,-0.2625766252608974,0.7000736874218233,-0.6672890741001096,1.090630192112279,0.3102549518075246,-0.007723520016015293,-0.9167933535428553,1.104693915126516,0.8828098654723866,-0.4151103817562953,-1.6901136770568608,0.0530040970651338,0.12904042247653316,-0.05300409706513275,-0.12904042247653316,-0.6207635117349762,0.024646098200360043,-0.5145247647684109,-0.42839022512711644,-1.5902381883721461,0.576220703762016,-1.134158567605524,-0.10939732082386096
321,10.7,1703.14,860.38,0.95,1727.31,855.17,0.95,1713.81,844.83,0.57,1771.54,884.75,0.95,1736.33,854.13,0.14,1736.47,998.75,0.99,1663.66,915.4,0.99,1741.63,1123.19,0.98,1526.74,871.82,0.95,1743.74,1246.42,0.98,1418.7,687.44,0.93,1517.63,1084.73,0.99,1497.12,1028.5,0.99,1367.75,1059.23,0.98,1393.12,953.81,0.96,1158.82,1161.62,0.92,1259.74,993.46,0.92,0.9026351699567206,-0.9048022505374146,1.0140784415213708,-0.9288245693149006,0.9518325099482311,-0.9765003420901792,1.2180145565939617,-0.7924368170235317,1.0556679454317206,-0.9336198114509052,1.056313458796183,-0.26680450596146205,0.7206004011783825,-0.6511154983037737,1.0801052370863615,0.3069646588505028,0.08928833073435952,-0.8520545870413611,1.0898340456507554,0.8751547438696157,-0.4088635542406054,-1.7021956880380664,0.04728385394685599,0.12963291601324645,-0.04728385394685599,-0.12963291601324645,-0.6437843108073815,0.012057267486204537,-0.5268080675473407,-0.47401429595382555,-1.6071207910722787,0.4841580773953734,-1.1417978714899617,-0.29119568951864033
322,10.733,1703.42,860.58,0.95,1727.47,855.16,0.94,1713.99,844.84,0.55,1771.39,884.16,0.95,1736.61,853.57,0.14,1736.63,1000.41,0.99,1662.08,915.03,0.99,1741.98,1124.24,0.98,1522.09,873.37,0.95,1744.36,1247.71,0.98,1418.17,692.1,0.93,1518.38,1087.05,0.99,1496.94,1028.59,0.99,1372.87,1064.78,0.98,1399.85,947.32,0.96,1160.68,1161.58,0.92,1267.22,980.63,0.92,0.9052202887932526,-0.9120640057293677,1.016430689005133,-0.9371268069413595,0.9540973752897003,-0.9848478601715716,1.2195226132174322,-0.8030269480580109,1.0586952652187118,-0.9444791785146186,1.0587877478800116,-0.26547147925838066,0.7140586278885059,-0.6602799603432188,1.0835268597774566,0.30713491817351807,0.06672624012712754,-0.8529213438287463,1.0945322964720203,0.8780766277020373,-0.41381366798175406,-1.6911379445109738,0.04957070645618968,0.1351634094882856,-0.04957070645618968,-0.1351634094882856,-0.6232868958236754,0.03218396613200383,-0.49852778573151163,-0.5109667036762071,-1.6044816908739414,0.4798000468184914,-1.1118265541349086,-0.35693683128295417
323,10.767,1702.78,860.97,0.96,1727.36,855.45,0.95,1712.63,845.2,0.6,1772.36,884.97,0.95,1732.89,854.32,0.15,1737.13,1001.77,0.99,1656.91,914.33,0.99,1739.68,1123.0,0.98,1506.23,862.33,0.96,1743.99,1246.33,0.98,1412.39,692.47,0.95,1515.67,1088.42,0.99,1492.22,1031.61,0.99,1369.07,1067.98,0.97,1394.06,963.79,0.96,1163.19,1182.79,0.9,1263.26,1028.41,0.9,0.9106433426167976,-0.9116051204826137,1.0232171518632625,-0.9368861386697775,0.9557553044181685,-0.9838300583107974,1.2293124088238374,-0.8016876501036404,1.0485439689964184,-0.9420614195667875,1.0679627220967036,-0.26675596092597037,0.7005635773549852,-0.6672219446733629,1.0796414533244694,0.2884646613258187,0.01046505915899742,-0.9053764638278051,1.099380799046693,0.8533030622357676,-0.41931225002278794,-1.683317360434989,0.05369926417472718,0.13009190608811497,-0.05369926417472822,-0.13009190608811394,-0.6177132840568356,0.03647886048202244,-0.5032617180247295,-0.4407003578006958,-1.560621984124461,0.5622965594074358,-1.102311931590134,-0.14474756880530953
324,10.8,1702.18,860.16,0.95,1726.43,854.42,0.95,1712.26,844.29,0.59,1771.21,883.12,0.95,1734.05,852.82,0.15,1737.74,1000.3,0.99,1661.24,913.8,0.99,1740.91,1124.7,0.98,1514.88,863.38,0.95,1743.17,1248.67,0.98,1405.24,691.82,0.93,1520.16,1086.94,0.99,1499.27,1029.85,0.99,1371.22,1062.81,0.98,1398.66,956.46,0.97,1157.39,1175.28,0.92,1264.67,1010.15,0.92,0.8946021605465407,-0.9214218652531296,1.0073192903792565,-0.9481021260877601,0.941455301524428,-0.995187673518911,1.2154625099218959,-0.8147008219146078,1.0427380338565877,-0.9555391325921863,1.0598896301074217,-0.2700330580466648,0.7043077566145248,-0.6720962221922279,1.0746241992443173,0.30819419767250394,0.024007586622101954,-0.9064548896629709,1.08512897093182,0.8844227578936077,-0.4856132840937314,-1.7038879121001131,0.04854970808670961,0.1326808441680362,-0.04854970808671067,-0.1326808441680362,-0.6437426348941019,0.020521489823151984,-0.5161979733431854,-0.4738070362679533,-1.637652072920064,0.5432965657936896,-1.1390007867982608,-0.22424898675378838
325,10.833,1702.19,857.5,0.95,1726.48,852.61,0.95,1712.88,841.65,0.58,1769.55,882.54,0.95,1734.97,850.41,0.15,1735.06,998.68,0.99,1660.3,911.6,0.99,1740.43,1122.01,0.98,1511.42,868.42,0.95,1745.1,1247.73,0.98,1397.36,695.84,0.93,1519.46,1086.32,0.99,1499.34,1027.35,0.99,1371.85,1062.87,0.98,1401.5,944.23,0.96,1160.11,1162.91,0.92,1272.89,978.95,0.92,0.9009347572583015,-0.9315204618397406,1.0144453400364752,-0.954372118891419,0.9508906292179016,-1.0055897387863877,1.2157175014302974,-0.8145050236855426,1.0541203028930703,-0.9646530279944239,1.054540885538193,-0.2717664858569252,0.70517690165609,-0.6787035607158538,1.0796356500305275,0.30457193217651213,0.009439743812758717,-0.8804897675648269,1.1014592161719048,0.8920791560082135,-0.5235786617730188,-1.6869803552905265,0.047011793443739125,0.13778754768276846,-0.04701179344374019,-0.13778754768276955,-0.6427904759628589,0.028202402925741582,-0.5042318600973641,-0.5262189861562896,-1.6322812457220413,0.4957033786823714,-1.1052444599780118,-0.3639675479488709
326,10.867,1701.6,859.03,0.95,1726.42,853.89,0.95,1712.09,842.96,0.59,1771.14,883.64,0.95,1734.08,851.44,0.14,1736.69,1000.72,1.0,1660.6,912.76,0.99,1740.47,1123.94,0.98,1514.89,874.97,0.94,1742.01,1247.12,0.98,1391.42,698.19,0.91,1518.17,1089.76,0.99,1497.58,1028.37,0.99,1370.7,1061.03,0.98,1406.96,929.13,0.97,1155.92,1161.06,0.93,1276.17,965.46,0.93,0.8948862860606728,-0.9240344727430473,1.00953889992066,-0.947778003574648,0.9433434141586284,-0.998267651821612,1.216116856883537,-0.8103519253178147,1.0449232279693097,-0.9590954453134457,1.0569797679441113,-0.26951679112251903,0.705492363084869,-0.6758360463652437,1.0744409637696855,0.29968123787939693,0.032404838284762996,-0.8504018109812345,1.0815547842912154,0.8686944923223112,-0.5379480317109079,-1.6670129744852002,0.04755635212282718,0.14179137721322652,-0.04755635212282718,-0.14179137721322757,-0.6336612532733142,0.009077050210913148,-0.4661631155391034,-0.6002170580941728,-1.6258082478280251,0.4711520286321242,-1.0703297298319174,-0.4323955648817103
327,10.9,1701.91,859.02,0.96,1726.74,853.8,0.96,1712.03,842.74,0.62,1770.75,882.58,0.96,1733.24,850.45,0.16,1735.39,997.78,1.0,1663.06,913.49,0.99,1739.32,1122.15,0.98,1522.56,877.03,0.93,1741.23,1243.77,0.98,1382.57,698.04,0.9,1521.77,1087.54,0.99,1501.95,1028.88,0.99,1370.03,1061.89,0.98,1398.62,941.73,0.97,1154.82,1157.29,0.94,1265.01,972.85,0.93,0.8897246302984698,-0.9325138074672575,1.0059670010972646,-0.9569513900516198,0.9371017061133629,-1.0087291033433905,1.212001102541283,-0.8222169787914775,1.0363969410969491,-0.9726345129745337,1.0464622289429992,-0.28290481141245255,0.7078472196849698,-0.6775109102699006,1.0648606388197308,0.2993369790122822,0.050092362768710694,-0.8481994660219777,1.0738023596504076,0.8687045640525338,-0.6052749142398809,-1.686146383028677,0.04639395467644151,0.13730925233703795,-0.04639395467644258,-0.13730925233703795,-0.6639812907931184,0.017228027569052493,-0.5301363700868138,-0.5453045247943479,-1.6714931965365216,0.46384591617980714,-1.1556354906034068,-0.39961533513431946
328,10.933,1700.74,858.15,0.95,1725.25,852.71,0.95,1711.14,842.12,0.59,1769.58,882.38,0.96,1733.12,851.16,0.15,1736.9,1000.19,1.0,1660.55,915.14,0.99,1740.49,1125.47,0.98,1513.14,874.87,0.94,1744.21,1246.5,0.98,1375.07,701.12,0.91,1517.79,1090.58,0.99,1497.18,1032.96,0.99,1363.88,1061.91,0.98,1393.18,950.98,0.96,1154.52,1172.28,0.93,1264.27,1008.15,0.92,0.8875504844435728,-0.935153189528863,1.0001160707089318,-0.9601371466599746,0.9353139319001107,-1.0087731955604298,1.2037077654924229,-0.8238735422334874,1.0362601410438304,-0.9672557373866704,1.0536203171386114,-0.2828147206128441,0.702972315859126,-0.6734186827453942,1.0701078917894735,0.29255111567129266,0.025971374554492162,-0.8583642624641217,1.0871925095335429,0.8483982354467482,-0.6081343168228296,-1.6563353197307946,0.04732714673457803,0.13231393473296577,-0.04732714673457908,-0.13231393473296577,-0.6595259492303918,0.000642969484992311,-0.5249616212999545,-0.5088184945874801,-1.621040887643921,0.5075325556174964,-1.1169987378020947,-0.24625731275187915
329,10.967,1700.87,859.01,0.96,1726.01,853.58,0.96,1710.56,842.55,0.62,1769.85,882.39,0.96,1731.12,850.34,0.16,1734.75,998.92,1.0,1662.58,915.65,0.99,1742.15,1125.74,0.98,1526.87,883.25,0.91,1744.67,1247.36,0.98,1373.9,703.77,0.88,1518.91,1088.29,0.99,1499.52,1030.19,0.99,1362.17,1061.59,0.98,1391.48,945.47,0.96,1150.02,1156.63,0.94,1265.01,978.15,0.93,0.8908298154619682,-0.9306871928723495,1.0076828146569488,-0.9559263251567065,0.9358698139583629,-1.007194765137639,1.2114551091958476,-0.82201483323915,1.0314345579300728,-0.970986138895439,1.0483071270262456,-0.2803728286173908,0.7128544240866387,-0.6674193378841367,1.0827029979110057,0.3090980288968248,0.08206204060411072,-0.8180174752714617,1.0944161863744641,0.874398814978506,-0.6289563876717875,-1.6522567869466815,0.04506323894969469,0.13502703367598115,-0.04506323894969575,-0.13502703367598115,-0.6834784911147914,0.010923013051240755,-0.5472429538671836,-0.528813274399876,-1.6695709246555646,0.45267754938739546,-1.135086979650363,-0.3769136716277223
330,11.0,1700.42,859.87,0.96,1725.43,854.36,0.96,1710.5,843.84,0.61,1770.84,883.01,0.96,1733.29,852.3,0.15,1734.83,996.58,1.0,1671.61,920.61,0.98,1740.41,1125.54,0.98,1558.93,902.78,0.9,1740.53,1245.78,0.97,1398.64,728.45,0.85,1518.93,1085.84,0.99,1501.77,1031.59,0.98,1359.72,1059.72,0.98,1385.94,955.5,0.96,1148.91,1145.69,0.94,1254.45,982.82,0.93,0.8746563866688817,-0.9150368243656208,0.9897463863036936,-0.9403925180076765,0.9210421202282137,-0.988803025650948,1.198712275284773,-0.8085521145875502,1.0259162142576965,-0.9498721421279372,1.0330029235514833,-0.28593031296717425,0.7420797017636857,-0.6355259655963893,1.0586807403432572,0.30751256399825333,0.22355346590400574,-0.7175753335887405,1.0592329514570582,0.8608281000274334,-0.5140625293564504,-1.5198000291639808,0.03948309463681345,0.12482272051556477,-0.03948309463681241,-0.12482272051556477,-0.6931630005994288,0.004624768078088708,-0.5725048722337841,-0.4749705842585809,-1.6632598747703486,0.4002380135241018,-1.177590200181862,-0.3492505206830884
