Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf,norm_Nose_x,norm_Nose_y,norm_Left_Eye_x,norm_Left_Eye_y,norm_Right_Eye_x,norm_Right_Eye_y,norm_Left_Ear_x,norm_Left_Ear_y,norm_Right_Ear_x,norm_Right_Ear_y,norm_Left_Shoulder_x,norm_Left_Shoulder_y,norm_Right_Shoulder_x,norm_Right_Shoulder_y,norm_Left_Elbow_x,norm_Left_Elbow_y,norm_Right_Elbow_x,norm_Right_Elbow_y,norm_Left_Wrist_x,norm_Left_Wrist_y,norm_Right_Wrist_x,norm_Right_Wrist_y,norm_Left_Hip_x,norm_Left_Hip_y,norm_Right_Hip_x,norm_Right_Hip_y,norm_Left_Knee_x,norm_Left_Knee_y,norm_Right_Knee_x,norm_Right_Knee_y,norm_Left_Ankle_x,norm_Left_Ankle_y,norm_Right_Ankle_x,norm_Right_Ankle_y
162,5.4,1599.84,901.64,0.92,1616.15,892.06,0.96,1607.03,885.35,0.42,1658.27,909.61,0.98,1655.9,886.67,0.08,1672.5,1004.31,1.0,1648.55,962.24,0.9,1725.96,1133.22,0.98,1670.01,1082.33,0.5,1753.57,1251.2,0.94,1688.51,1195.09,0.39,1500.66,1178.75,0.99,1498.64,1139.71,0.95,1307.07,1138.87,0.97,1328.14,1104.54,0.92,1113.9,1208.38,0.93,1169.35,1171.06,0.87,0.42023652647112353,-1.0804344430950883,0.48864712380363284,-1.1206167559366234,0.45039423308183724,-1.1487611525093473,0.6653150796371862,-1.0470051076726423,0.6553743613246148,-1.1432245499048772,0.7250013334717416,-0.64979581476102,0.6245455513679044,-0.8262540507989496,0.9492337389527907,-0.10909623768354065,0.7145572876496724,-0.3225490456695228,1.065041010096295,0.385758592070559,0.7921536120305068,0.150411037421444,0.0042363398716022726,0.08187460821156141,-0.0042363398716022726,-0.08187460821156141,-0.8077567648249243,-0.08539790077804314,-0.719380842949022,-0.22939151245339662,-1.6179882232382092,0.20615455909827124,-1.3854089698913306,0.04961970364460894
163,5.433,1606.64,901.43,0.91,1622.38,891.5,0.96,1613.79,885.17,0.41,1663.29,907.72,0.98,1662.86,885.96,0.08,1675.75,1003.52,1.0,1655.87,962.99,0.9,1726.45,1135.59,0.98,1676.84,1084.26,0.5,1754.36,1252.02,0.94,1694.77,1196.06,0.4,1501.65,1175.91,0.99,1502.1,1138.34,0.96,1308.81,1139.74,0.97,1330.4,1112.41,0.92,1112.4,1206.54,0.93,1169.09,1175.59,0.87,0.43840691526423603,-1.0699991046483914,0.5042736154623849,-1.1115528742143137,0.4683273032195572,-1.1380418330614728,0.675468450602554,-1.0436775325869962,0.6736690426555904,-1.1347359440426328,0.7276094343680519,-0.6427861806821259,0.6444182018433247,-0.812390841357537,0.9397721853239701,-0.09011686078571421,0.7321707242801216,-0.30491595361741547,1.0565663150908269,0.39710422587695915,0.8072018509988519,0.1629301125930701,-0.0009415506699223322,0.07860901926443661,0.0009415506699223322,-0.07860901926443661,-0.8079132448383494,-0.0727504817626949,-0.7175662272222093,-0.18711750313597345,-1.6298242096362154,0.2067854504632481,-1.3925952875121337,0.07726992497832362
164,5.467,1612.13,898.04,0.92,1628.66,888.47,0.96,1619.38,880.8,0.42,1671.13,905.23,0.98,1669.96,879.9,0.08,1680.59,1003.75,1.0,1666.38,952.94,0.9,1726.94,1136.01,0.98,1683.01,1066.36,0.49,1753.67,1253.73,0.94,1697.45,1187.88,0.4,1505.57,1171.53,0.99,1510.04,1129.01,0.96,1310.75,1144.56,0.98,1338.43,1106.31,0.93,1114.1,1209.33,0.94,1176.38,1173.67,0.89,0.43693841784861537,-1.0564004517992425,0.5061700693898334,-1.096481934270474,0.4673031772965181,-1.128605755645014,0.6840447361143066,-1.0262869869122877,0.6791444921758172,-1.1323751740592363,0.7236655118904658,-0.6136613178354081,0.6641505833725773,-0.8264659285316752,0.9177905602229204,-0.0597243406520128,0.7338010591820419,-0.3514354434860029,1.0297422871253261,0.4333155879282784,0.7942792835168995,0.15751980728767254,-0.009360722395318563,0.0890420394292982,0.009360722395319515,-0.0890420394292982,-0.8253141617939957,-0.023914865716900102,-0.709383604343244,-0.18411514832135248,-1.6489320853015925,0.24735761282663918,-1.3880883310374008,0.098004878769783
165,5.5,1618.99,895.66,0.92,1636.06,885.85,0.96,1625.51,879.1,0.43,1678.94,902.64,0.98,1673.31,879.59,0.08,1684.71,1001.85,1.0,1668.96,956.9,0.9,1724.59,1134.61,0.98,1683.35,1077.07,0.49,1751.53,1253.93,0.94,1696.89,1194.86,0.41,1505.1,1168.1,0.99,1508.65,1128.26,0.96,1310.77,1145.52,0.98,1337.33,1112.0,0.93,1114.46,1211.13,0.94,1178.0,1178.92,0.88,0.4680342774798274,-1.054167736245872,0.5392945469939925,-1.0951204746134149,0.4952526112368489,-1.1232989643158529,0.7183010119481471,-1.0250290905980175,0.6947980642407798,-1.1212534146930093,0.7423884024048978,-0.6108679108381844,0.6766385930992092,-0.7985157793010864,0.9088710941579679,-0.05664920077956765,0.7367109585537394,-0.29685517077634993,1.0213345775036984,0.44146300533819605,0.7932349216012973,0.19486991100886028,-0.007409899143974812,0.08315785405519506,0.007409899143974812,-0.08315785405519412,-0.8186581811994965,-0.011104412238293471,-0.707781042459237,-0.1510367048050669,-1.6381721535677334,0.26279050766940426,-1.372918637168784,0.12832692940043708
166,5.533,1624.82,892.86,0.92,1642.38,883.48,0.96,1631.47,876.17,0.42,1686.22,901.1,0.98,1680.01,876.32,0.08,1688.94,1003.16,1.0,1675.71,953.02,0.9,1724.4,1134.6,0.98,1689.27,1065.93,0.49,1750.49,1254.22,0.95,1702.76,1188.7,0.4,1507.29,1160.77,0.99,1511.5,1118.36,0.96,1312.35,1149.0,0.98,1334.26,1112.19,0.93,1110.61,1212.68,0.95,1166.4,1179.81,0.89,0.48785130193451093,-1.0427147970002477,0.5620697889344685,-1.0823599796915684,0.5159579613052239,-1.113256172172758,0.7473624125152258,-1.0078878987724773,0.721115441884831,-1.112622187374922,0.7588586701826453,-0.5765246423251205,0.7029412110135433,-0.7884446274149743,0.9087326763909864,-0.0209848968083597,0.7602534367378834,-0.3112231372575068,1.0190037655611952,0.4845968466389548,0.8172698028899003,0.2076722869443552,-0.008896919996293304,0.08962431758736211,0.008896919996293304,-0.08962431758736308,-0.8328235632634678,0.03987764378386039,-0.7402195171262776,-0.11570222560500101,-1.6854908506991904,0.3090253232916767,-1.4496907715575271,0.1700981212592969
167,5.567,1632.94,890.32,0.91,1649.58,880.7,0.95,1639.25,874.13,0.39,1690.73,897.0,0.98,1686.26,874.26,0.08,1692.82,1000.61,0.99,1679.36,952.09,0.89,1724.24,1130.92,0.98,1691.49,1059.73,0.49,1750.88,1252.66,0.95,1704.99,1184.21,0.41,1511.21,1153.37,0.99,1514.56,1111.98,0.96,1316.44,1150.47,0.98,1334.31,1116.78,0.94,1110.8,1213.09,0.95,1165.24,1183.36,0.89,0.5145543512058521,-1.03873074662858,0.5858732001006529,-1.079961956145887,0.5415989387374743,-1.108120900691491,0.7622416275057661,-1.0101003433462923,0.7430832588423186,-1.1075637221845003,0.771199343502769,-0.5660290732747557,0.7135099380866615,-0.7739852360377221,0.9058651026538905,-0.0075219098443730726,0.7654989787774036,-0.31264143224947594,1.020043836701818,0.5142543320097805,0.8233598237341234,0.2208784181366342,-0.007179030763148377,0.08869853232439358,0.007179030763148377,-0.08869853232439358,-0.8419610138905796,0.07626916562998769,-0.7653703991219443,-0.06812578745089339,-1.7233316921794593,0.34465776645886104,-1.490002477405842,0.2172353278986179
168,5.6,1641.18,886.98,0.9,1657.97,877.08,0.95,1647.4,871.06,0.39,1699.42,892.81,0.97,1693.27,871.02,0.09,1699.09,999.02,0.99,1683.06,948.67,0.89,1726.98,1131.64,0.98,1690.19,1056.11,0.48,1749.59,1253.33,0.94,1700.67,1179.39,0.4,1511.58,1142.87,0.99,1513.91,1100.23,0.96,1322.1,1154.71,0.98,1342.15,1113.83,0.94,1111.59,1213.32,0.95,1172.4,1181.12,0.89,0.5546597395833929,-1.0130146386427084,0.6271690791528648,-1.055768805512141,0.5815214484649961,-1.0817667938509277,0.8061751616516513,-0.9878371848195984,0.7796157549600335,-1.081939537959491,0.8047500227560028,-0.5291583905567253,0.7355228212492347,-0.7466000372108602,0.9251958524518089,0.04357470138510926,0.7663144586006548,-0.2826093616096641,1.02283945981725,0.5691054656620034,0.8115734150442564,0.2497879809826253,-0.005031172161907826,0.09207260986427286,0.005031172161908808,-0.09207260986427286,-0.8233200144265642,0.1432048659990293,-0.7367320300091772,-0.033339612952729414,-1.7324290717684092,0.3963181710714983,-1.469814840724954,0.2572591636779899
169,5.633,1649.35,885.53,0.89,1666.18,875.62,0.94,1655.66,869.85,0.36,1708.21,890.36,0.97,1701.03,869.29,0.08,1706.35,995.52,0.99,1691.05,946.11,0.89,1728.7,1129.92,0.98,1698.12,1057.24,0.5,1746.13,1253.84,0.95,1703.43,1181.2,0.41,1513.32,1136.95,0.99,1515.65,1094.09,0.96,1323.08,1155.88,0.98,1343.96,1113.48,0.94,1114.19,1214.48,0.95,1176.49,1182.18,0.9,0.575722449338893,-0.9817996227594427,0.6475676932670708,-1.0241042197486425,0.6026590797124408,-1.0487356551298415,0.8269887035048173,-0.961180934216775,0.7963381478658206,-1.0511262277144988,0.8190485874200628,-0.5122655538550942,0.7537347293035385,-0.7231908956549291,0.9144580468255747,0.06147186646261169,0.7839157081848342,-0.2487903039889573,0.9888646185230274,0.590471428410305,0.8065834589429228,0.28038001314335514,-0.004973244752010688,0.09148209015928918,0.0049732447520097174,-0.09148209015928918,-0.8170849027969534,0.17229198127993056,-0.7279506964261666,-0.008708514415536446,-1.708811165670208,0.4224483267458345,-1.4428599656271053,0.2845635151665052
170,5.667,1656.58,883.43,0.91,1674.6,873.16,0.95,1662.02,867.37,0.4,1719.17,887.21,0.98,1705.35,865.73,0.08,1714.17,993.9,0.99,1697.52,940.19,0.89,1731.49,1130.53,0.98,1698.24,1044.07,0.49,1746.48,1254.63,0.95,1700.38,1166.85,0.41,1520.71,1128.15,0.99,1522.52,1084.12,0.97,1330.87,1154.99,0.98,1348.99,1112.96,0.95,1116.08,1213.21,0.96,1177.54,1184.67,0.91,0.5846711447668494,-0.964762622126487,0.6627341539077276,-1.0092524725081085,0.6082373362056054,-1.034334871116637,0.8558123069270926,-0.9483875846929395,0.7959437838234883,-1.041439384712144,0.8341522045017656,-0.4862043191413137,0.7620240634254266,-0.7188771393941752,0.9091827993030979,0.10567963973317002,0.7651431181746738,-0.2688668514055834,0.974119786374228,0.643283381929785,0.7744136420127141,0.2630186237507446,-0.003920478538984056,0.0953694309787149,0.003920478538984056,-0.0953694309787149,-0.8263112474237976,0.2116408607978695,-0.7478150362344123,0.029566039810571456,-1.7567859274109916,0.4638510934383764,-1.4905399483988728,0.34021522879461047
171,5.7,1666.3,881.44,0.9,1683.46,871.01,0.94,1671.49,866.08,0.38,1725.85,884.1,0.97,1713.42,864.82,0.09,1723.55,989.21,1.0,1705.62,938.29,0.9,1733.21,1127.46,0.98,1704.4,1046.45,0.49,1743.05,1253.11,0.95,1704.33,1171.85,0.4,1531.01,1120.94,0.99,1531.42,1077.93,0.97,1344.35,1153.51,0.99,1356.88,1111.04,0.96,1117.93,1212.09,0.97,1176.57,1186.24,0.93,0.5921877881482893,-0.9556499750333971,0.6674140711895205,-1.0013731762058937,0.6149397933338366,-1.0229853892241492,0.8532440326182945,-0.9439890243988008,0.7987531993897115,-1.0285089974194843,0.8431612557537941,-0.4832061216911221,0.7645594343709694,-0.7064300338391103,0.885508918584697,0.12285644418592653,0.7592111788167568,-0.23227649224589772,0.9286456683006472,0.6736829281096233,0.7589043116947931,0.3174540376707881,-0.0008986822857496469,0.09427396368308136,0.00089868228574865,-0.09427396368308036,-0.8191817820803966,0.23705485171646606,-0.7642525672490076,0.05087418500544782,-1.8117654071500622,0.4938587946392687,-1.554698435265577,0.3805371503143381
172,5.733,1672.79,877.75,0.91,1691.19,868.25,0.95,1678.49,862.72,0.42,1733.4,884.65,0.97,1717.54,863.82,0.1,1726.1,992.31,1.0,1701.67,940.53,0.91,1734.61,1128.37,0.98,1693.23,1043.79,0.51,1742.74,1252.93,0.95,1694.13,1165.1,0.42,1529.86,1114.31,0.99,1526.46,1071.46,0.97,1342.19,1152.15,0.99,1348.34,1112.07,0.96,1115.46,1212.86,0.96,1165.96,1188.81,0.93,0.6436768123470485,-0.9574598010390803,0.7255661392307224,-0.9997396165496726,0.6690447016534041,-1.024350919683733,0.9134220353046277,-0.926751303457703,0.8428369959364174,-1.019455362098296,0.8809333349649087,-0.44760973105029656,0.7722074514992495,-0.6780569781175034,0.9188071486486076,0.15792623719930124,0.73464517329826,-0.21849763605184502,0.9549897697118833,0.7122813761466041,0.738650629504527,0.3213933554839385,0.007565861722948289,0.09535211024362494,-0.007565861722947277,-0.09535211024362494,-0.8276607674215612,0.2637592911826583,-0.8002901500120733,0.08538297479691684,-1.8367241959180436,0.5339495648298211,-1.611973597677527,0.4269148739845852
173,5.767,1680.15,878.75,0.9,1698.83,869.09,0.94,1685.67,864.46,0.4,1741.25,885.47,0.97,1722.7,866.73,0.1,1730.37,993.18,1.0,1701.56,943.82,0.91,1735.85,1130.01,0.98,1685.24,1046.68,0.53,1740.74,1254.15,0.95,1688.91,1166.0,0.42,1531.82,1111.73,0.99,1525.95,1070.24,0.98,1348.19,1150.82,0.99,1348.38,1112.2,0.96,1114.51,1211.01,0.97,1163.57,1189.85,0.93,0.676467487304372,-0.9491295221501562,0.760005732522007,-0.9923297067755501,0.7011533070903114,-1.013035385327887,0.9497108910943898,-0.9190772198020559,0.8667540148209883,-1.0028837891477997,0.9010547825307985,-0.4373906891601109,0.7722144803509228,-0.6581320052169893,0.925561719564666,0.1745224849902688,0.6992303175055368,-0.19813500826377697,0.9474301360054715,0.7296851060457988,0.7156428100081454,0.3354722411670733,0.013125521933284591,0.09277306729335348,-0.013125521933284591,-0.0927730672933545,-0.8080804721413637,0.26758623675573956,-0.8072307790690213,0.0948749396301999,-1.853113509746134,0.5367600579361195,-1.6337138143297956,0.44213108209001784
174,5.8,1685.45,877.5,0.93,1706.34,867.96,0.96,1690.48,862.48,0.49,1751.89,886.51,0.98,1724.74,865.21,0.1,1733.37,994.35,1.0,1704.77,942.21,0.91,1737.43,1130.48,0.98,1687.44,1043.77,0.5,1740.65,1256.56,0.95,1690.54,1165.98,0.41,1533.15,1106.46,0.99,1527.36,1063.99,0.97,1349.53,1147.11,0.99,1346.95,1108.27,0.96,1117.56,1210.57,0.97,1156.99,1187.78,0.93,0.6987701254463237,-0.9352880202863338,0.7928279747364014,-0.9782421553857759,0.7214178507660504,-1.0029160191535897,0.9979182109816425,-0.8947202260257495,0.8756745246137326,-0.9906241125685291,0.9145313575181542,-0.40916740326643647,0.7857590028175208,-0.6439293114514381,0.9328116288497834,0.20376198992927264,0.7077301599167524,-0.18665237636764914,0.9473097750783164,0.771440957784374,0.7216880025591283,0.36360180083390553,0.013034824016025614,0.09561122210027886,-0.013034824016026637,-0.09561122210027784,-0.813719713401121,0.27863906191079446,-0.8253362405034856,0.10376080119147257,-1.8581715707404927,0.5643696083898934,-1.680636817389234,0.4617569523190038
175,5.833,1691.25,874.14,0.93,1712.12,865.42,0.96,1696.4,860.35,0.48,1755.13,886.65,0.98,1727.12,866.53,0.11,1735.88,995.27,1.0,1698.43,945.86,0.92,1736.04,1129.31,0.98,1672.49,1046.42,0.55,1738.47,1255.32,0.95,1678.01,1165.7,0.44,1527.97,1105.85,0.99,1516.49,1064.31,0.98,1342.9,1148.99,0.99,1335.64,1111.94,0.96,1115.17,1211.55,0.96,1148.1,1189.69,0.93,0.7476313989101927,-0.9330574327660397,0.8399463160516887,-0.9716288787398706,0.7704115533557468,-0.9940551667086,1.0301937806542656,-0.8777215624526655,0.9062962804562141,-0.9667189813739356,0.945044659668458,-0.39725935354469516,0.7793909152051592,-0.6158161362932019,0.9457523926221055,0.19564392837414413,0.6646497100949329,-0.17100597492526295,0.956501086855639,0.7530278626817609,0.6890664969957982,0.3566089420195233,0.02538991971213178,0.09187258404546617,-0.02538991971213178,-0.09187258404546617,-0.793235941110903,0.2826950816728818,-0.8253493238826932,0.11881066959370415,-1.8005611007004085,0.5594186665493557,-1.6549008121776743,0.4627246517571611
176,5.867,1696.04,870.91,0.91,1716.75,863.01,0.95,1701.32,857.76,0.45,1758.42,885.53,0.97,1731.97,864.78,0.11,1737.66,994.56,1.0,1700.29,943.36,0.92,1735.58,1125.41,0.98,1671.02,1037.45,0.55,1738.15,1253.53,0.95,1676.92,1159.25,0.44,1538.1,1097.22,0.99,1526.57,1055.54,0.98,1359.35,1141.48,0.99,1345.58,1101.81,0.97,1120.65,1210.02,0.97,1148.24,1185.67,0.94,0.7601981199181378,-0.9541425594794292,0.856369300172282,-0.990827847939484,0.7847168949901744,-1.0152073117895206,1.049872587530572,-0.8862515572913275,0.9270465268003879,-0.9826084858414718,0.9534692219064278,-0.37994813946856965,0.7799338763681674,-0.6177059583489253,0.9438103105144126,0.22768097382234076,0.6440125607699639,-0.18077952908227096,0.9557446385324312,0.822632765911231,0.6714104344300054,0.38482403223857564,0.02677097316103949,0.09677486221614451,-0.026770973161040545,-0.09677486221614556,-0.8032917245902033,0.3023053517404522,-0.8672355754882989,0.11808947918217605,-1.911744680971862,0.6205850569369286,-1.7836247938056706,0.5075107817467597
177,5.9,1697.89,870.24,0.9,1718.16,862.59,0.94,1704.0,857.57,0.42,1759.45,885.48,0.97,1736.16,865.12,0.11,1736.73,993.46,1.0,1703.43,942.65,0.92,1733.31,1123.96,0.98,1677.07,1037.36,0.55,1738.2,1252.48,0.95,1689.61,1165.82,0.42,1532.32,1091.66,0.99,1522.63,1049.97,0.98,1354.23,1137.62,0.99,1338.06,1099.2,0.97,1117.58,1209.21,0.97,1140.09,1184.77,0.94,0.7806343219341214,-0.9187907703074041,0.873486815585529,-0.9538337686514231,0.8086229127683637,-0.9768293048196552,1.062627390961287,-0.8489796206652013,0.9559409293361623,-0.942244384885362,0.9585519762715987,-0.3543465538433466,0.8060118658329273,-0.5870961938249956,0.942885694658978,0.2434457708487447,0.6852623970292215,-0.15325013197374718,0.9652857288945672,0.8321681430282662,0.7427054296088292,0.43519739315993916,0.02219389895121225,0.09548644450733072,-0.022193898951211207,-0.09548644450733072,-0.7935979409293585,0.30601928161728015,-0.8676692197820111,0.13002555660065138,-1.8776404975453238,0.6339576151399384,-1.7745270475160595,0.5220032518029672
178,5.933,1699.53,869.74,0.91,1719.91,862.08,0.94,1705.93,857.02,0.43,1761.37,885.14,0.97,1737.84,864.76,0.11,1737.56,993.87,1.0,1703.0,942.7,0.93,1732.55,1123.85,0.98,1672.03,1035.42,0.55,1736.78,1255.24,0.95,1685.18,1164.89,0.42,1528.19,1092.18,0.99,1518.32,1049.94,0.98,1343.65,1139.29,0.99,1331.22,1100.27,0.96,1115.74,1209.83,0.97,1139.67,1184.09,0.93,0.7932468552863213,-0.9059506844773353,0.8849579368959388,-0.9404210910097035,0.8220471949478305,-0.9631913595545841,1.0715301372656496,-0.8366498671668299,0.9656438884788838,-0.9283609487764469,0.9643838736186929,-0.3473590966362283,0.8088620394465458,-0.577626812336135,0.9418386077274181,0.23755780167672616,0.6694953958032758,-0.16038189149002646,0.9608738322224466,0.8288197748213577,0.7286710937015325,0.4222399797561521,0.02220776191086629,0.09504112088297952,-0.022207761910867315,-0.09504112088297849,-0.8082320320164508,0.30703862111011637,-0.8641676917027877,0.1314465502363551,-1.8338391276812116,0.6244723648168082,-1.7261528576656011,0.5086409987406776
179,5.967,1700.47,868.83,0.91,1721.3,861.68,0.95,1706.91,856.04,0.45,1762.3,885.59,0.97,1737.59,863.75,0.12,1737.0,993.04,1.0,1699.44,939.72,0.93,1731.41,1122.65,0.98,1667.1,1031.44,0.57,1737.65,1254.02,0.95,1683.7,1160.88,0.45,1530.41,1087.64,0.99,1519.54,1045.64,0.98,1354.6,1133.26,0.99,1346.73,1091.73,0.96,1120.89,1204.04,0.97,1153.86,1176.13,0.94,0.8061118167749626,-0.9086126583449973,0.9017915178685687,-0.9414551865648386,0.8356930589757706,-0.9673617402934962,1.0901193020662578,-0.8316279348534542,0.9766173618827235,-0.9319469301431501,0.9739072791345132,-0.33807133943780343,0.8013806553670696,-0.5829893261066027,0.9482303934353653,0.257274126656404,0.6528313738804039,-0.16168629277460156,0.9768929635181356,0.8607039073893404,0.7290811596775176,0.4328783020192737,0.024964914807670064,0.09646057239393831,-0.02496491480766902,-0.09646057239393831,-0.7825938105532019,0.3060096825182933,-0.8187435583979773,0.11524741720780496,-1.8561081140859306,0.6311277450917672,-1.7046650154274483,0.5029270510196336
180,6.0,1700.67,867.95,0.89,1720.78,860.77,0.93,1707.27,855.44,0.41,1760.14,884.12,0.97,1738.47,862.88,0.12,1734.78,994.2,1.0,1698.63,937.9,0.93,1730.4,1127.7,0.98,1661.59,1022.63,0.57,1737.29,1256.83,0.94,1672.87,1146.26,0.43,1528.82,1083.13,0.99,1518.91,1040.56,0.98,1361.58,1123.61,0.99,1346.93,1083.89,0.96,1126.5,1203.14,0.97,1151.78,1178.57,0.94,0.8211156683255304,-0.9004848421140728,0.9145102900275542,-0.9338301123189728,0.8517673094609531,-0.9585836346298522,1.0973055317078968,-0.8253883213322861,0.9966659766465903,-0.924030875531739,0.979528922739058,-0.31415610069783356,0.8116415247018542,-0.5756238879590954,0.9591873790764595,0.30584300408686294,0.6396207992994177,-0.18212183441297297,0.9911858347466204,0.905547007089468,0.6920072405126864,0.39203913431011334,0.023011951791821167,0.09885154266174019,-0.023011951791821167,-0.09885154266174019,-0.7536820578275994,0.2868482749590015,-0.8217194127721367,0.10238112558036463,-1.8454377848147634,0.6562005506408519,-1.728032710889991,0.5420928502321621
181,6.033,1701.39,866.56,0.89,1721.81,859.84,0.93,1708.3,854.62,0.4,1761.68,884.92,0.97,1739.66,863.77,0.12,1734.35,992.71,1.0,1699.43,939.06,0.92,1728.81,1123.47,0.98,1667.79,1028.34,0.55,1735.62,1255.63,0.94,1690.68,1159.97,0.42,1523.94,1081.44,0.99,1514.06,1039.29,0.98,1349.1,1121.65,0.99,1335.7,1082.93,0.96,1118.7,1201.32,0.97,1143.2,1176.17,0.93,0.8317398916740959,-0.8837948884582385,0.9248597369944802,-0.9144396171826743,0.863251063621395,-0.9382440046739776,1.106676006971158,-0.8000691117646895,1.0062597976687646,-0.8965179231518658,0.9820449897034726,-0.30852219075174575,0.8228018457961351,-0.5531783955234728,0.956781329415768,0.28777315567790895,0.6785162480519142,-0.14604128532739175,0.987836478614192,0.8904528205918215,0.7828998552695255,0.4542214590174806,0.022527523794451873,0.09610679432552004,-0.022527523794451873,-0.09610679432552004,-0.7747826503395411,0.2794735416483744,-0.8358896986888626,0.10290153328376561,-1.8254590637487822,0.6427868656775155,-1.7137334902742751,0.5280971443353182
182,6.067,1700.81,867.28,0.89,1721.44,860.82,0.93,1707.94,854.93,0.41,1762.05,885.59,0.97,1739.79,862.74,0.12,1734.61,993.71,1.0,1697.25,934.94,0.92,1727.46,1125.46,0.98,1658.06,1015.2,0.56,1734.69,1255.47,0.94,1677.01,1144.39,0.44,1528.62,1074.83,0.99,1518.12,1031.78,0.98,1358.87,1111.33,0.99,1345.22,1072.61,0.96,1123.37,1196.46,0.97,1148.62,1172.77,0.94,0.8364899798543043,-0.8769614996753652,0.9337441969665359,-0.9074153165704212,0.8701023195542664,-0.9351820319747377,1.1251883926489255,-0.7906442570517608,1.0202500081158055,-0.8983640273384541,0.9958303840420604,-0.2809435321766066,0.8197073810700319,-0.5579978385113532,0.9621237600792664,0.34015404923572745,0.6349573680487841,-0.17963509176255682,0.9962075210933931,0.9530488997815911,0.7242917070830441,0.42939410400715455,0.02474961899366037,0.10147343787400795,-0.02474961899366037,-0.10147343787400688,-0.7754880618013583,0.27354221754421815,-0.8398370711848746,0.09100788469954572,-1.8856852566598377,0.6748631822928486,-1.7666513748331856,0.5631834729671695
183,6.1,1700.7,867.14,0.89,1721.48,861.18,0.93,1707.64,855.03,0.42,1761.72,886.82,0.97,1738.45,863.31,0.12,1734.01,992.83,0.99,1694.93,934.22,0.92,1727.02,1122.37,0.97,1655.74,1012.8,0.56,1734.8,1254.95,0.94,1674.73,1142.91,0.44,1530.51,1068.94,0.99,1518.97,1026.72,0.98,1361.15,1103.14,0.99,1344.33,1067.84,0.96,1122.01,1194.12,0.97,1143.5,1175.26,0.93,0.8475222455398039,-0.8703045836928114,0.9476104034297624,-0.899011293077997,0.8809491856628222,-0.9286331492388846,1.1414288573995381,-0.7755146439779705,1.029347460185903,-0.8887520160661774,1.007961925006335,-0.2649109087559054,0.8197306829303208,-0.5472096062501536,0.9742941567844481,0.3590265297939131,0.6309696190367942,-0.16872416606762505,1.0117670089684652,0.9976063167549685,0.7224361309872425,0.4579587128093014,0.027791562609483133,0.1016776233424947,-0.027791562609483133,-0.1016776233424936,-0.7879413738796115,0.2664040429688946,-0.8689559463391456,0.09637940516737592,-1.939774005150291,0.7046148516709358,-1.8362660882563924,0.6137744927775475
184,6.133,1700.15,865.2,0.89,1720.71,859.6,0.93,1707.65,853.95,0.4,1760.7,886.83,0.97,1739.6,864.28,0.11,1730.99,990.51,0.99,1699.08,937.11,0.92,1725.23,1120.13,0.97,1677.39,1029.09,0.55,1735.53,1253.85,0.94,1708.14,1171.72,0.42,1524.05,1065.44,0.99,1514.9,1024.63,0.97,1352.73,1102.43,0.99,1335.68,1069.29,0.96,1123.28,1192.87,0.97,1139.76,1173.97,0.93,0.8532167669225096,-0.8492499641871282,0.9503089862551607,-0.875695315756333,0.8886346484884087,-0.9023767865359769,1.1391571307645345,-0.7471047937510753,1.0395148239591379,-0.8535945576592121,0.9988550959214861,-0.2574879989840867,0.8481638158191072,-0.509663315733288,0.9716541628788757,0.3546274421588256,0.7457353023305279,-0.0752984162091022,1.0202947202293768,0.9861046585577612,0.8909486167507141,0.5982552434901229,0.02160490775519865,0.09636024978028929,-0.021604907755197578,-0.09636024978028929,-0.7874339548941116,0.27104124166330357,-0.867950605653922,0.11454142898411705,-1.8709850116001843,0.6981336695059578,-1.7931601198393818,0.6088806079598927
