Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf,norm_Nose_x,norm_Nose_y,norm_Left_Eye_x,norm_Left_Eye_y,norm_Right_Eye_x,norm_Right_Eye_y,norm_Left_Ear_x,norm_Left_Ear_y,norm_Right_Ear_x,norm_Right_Ear_y,norm_Left_Shoulder_x,norm_Left_Shoulder_y,norm_Right_Shoulder_x,norm_Right_Shoulder_y,norm_Left_Elbow_x,norm_Left_Elbow_y,norm_Right_Elbow_x,norm_Right_Elbow_y,norm_Left_Wrist_x,norm_Left_Wrist_y,norm_Right_Wrist_x,norm_Right_Wrist_y,norm_Left_Hip_x,norm_Left_Hip_y,norm_Right_Hip_x,norm_Right_Hip_y,norm_Left_Knee_x,norm_Left_Knee_y,norm_Right_Knee_x,norm_Right_Knee_y,norm_Left_Ankle_x,norm_Left_Ankle_y,norm_Right_Ankle_x,norm_Right_Ankle_y
10,0.333,1413.77,1099.19,0.99,1431.47,1081.82,0.99,1395.8,1082.92,0.99,1456.77,1089.95,0.88,1372.32,1092.72,0.87,1492.74,1182.26,1.0,1342.2,1190.4,1.0,1534.93,1319.91,0.99,1293.67,1330.99,0.98,1602.38,1407.84,0.99,1273.65,1427.32,0.97,1458.5,1389.05,1.0,1354.74,1394.45,1.0,1612.33,1446.23,0.99,1324.23,1459.74,0.99,1416.97,1486.69,0.97,1431.34,1486.26,0.96,0.03475828674350655,-1.4222215901650552,0.12080327630435406,-1.5066623511069719,-0.052599253505557185,-1.501314922377201,0.24379413708906775,-1.4671399914951246,-0.16674255039192418,-1.4536741936937945,0.4186550565525524,-1.0183934950905027,-0.3131648716107214,-0.978822522490203,0.623753254833465,-0.34923570904244416,-0.5490837045704907,-0.29537251783712315,0.9516478619452815,0.07821829842000146,-0.6464069074523077,0.17291639992538602,0.25220418409134276,-0.013125506882163365,-0.25220418409134165,0.013125506882163365,1.0000177854554744,0.2648435610889809,-0.40052241185978515,0.330519708488249,0.05031444304829272,0.4615317123676184,0.12017130745447159,0.45944135386416246
11,0.367,1413.96,1099.19,0.99,1431.7,1081.84,0.99,1396.19,1082.87,0.99,1456.93,1089.82,0.89,1372.73,1092.4,0.87,1492.97,1182.25,1.0,1342.1,1190.72,1.0,1535.62,1320.71,0.99,1293.32,1331.85,0.98,1602.86,1409.05,0.99,1273.46,1429.17,0.97,1458.5,1389.61,1.0,1354.31,1395.2,1.0,1610.99,1446.83,0.99,1322.11,1462.32,0.99,1418.97,1487.91,0.97,1429.64,1485.11,0.96,0.0366355306697918,-1.4218513733081282,0.12265992697450409,-1.5059845906636393,-0.0495343409387051,-1.50098993856703,0.2450046574574743,-1.4672881598568972,-0.1632960284983755,-1.4547772837314086,0.4197689890708805,-1.0190787488960993,-0.31182631366260016,-0.9780062214608729,0.6265863792848583,-0.3476617301615749,-0.5483691576165945,-0.2936419006895071,0.952645026834399,0.08071454771656898,-0.6446738087220949,0.17827998478820486,0.25261786502220895,-0.013553449135945715,-0.25261786502220895,0.013553449135945715,0.9920688341600653,0.2639164469494904,-0.4087613577511683,0.33903019547034685,0.060929906401844085,0.4631206295987346,0.11267062278128523,0.44954293457882427
12,0.4,1413.88,1099.35,0.99,1431.26,1082.0,0.99,1396.15,1083.31,0.99,1456.45,1089.58,0.88,1372.94,1092.85,0.87,1493.01,1182.14,1.0,1342.57,1191.0,1.0,1535.33,1320.84,0.99,1293.15,1332.33,0.98,1601.59,1407.3,0.99,1273.5,1426.11,0.97,1457.97,1391.45,1.0,1354.4,1397.11,1.0,1610.97,1446.09,0.99,1323.43,1460.46,0.99,1416.2,1488.29,0.97,1434.02,1486.81,0.96,0.03698915670178527,-1.4177013627105004,0.12053321693271574,-1.5011012157028274,-0.04823732131285275,-1.4948041662838105,0.24161922828007806,-1.4646648534156899,-0.1598056549123874,-1.448946264407914,0.41735978305814675,-1.0197374532445167,-0.3057914494586121,-0.9771482487769654,0.6207881276480774,-0.35301932010124165,-0.5433488405180251,-0.2977879477161209,0.9392938486435602,0.06258594155389646,-0.6378045818032843,0.15300388015825828,0.24892572836931937,-0.01360354950825827,-0.24892572836931826,0.01360354950825827,0.9843826452469056,0.2490459010681549,-0.3977956676876115,0.3181211683592072,0.04814118315378496,0.45189741670367234,0.13380028288423293,0.44478319293256885
13,0.433,1414.13,1099.64,0.99,1431.38,1082.37,0.99,1396.3,1083.59,0.99,1456.07,1089.89,0.88,1372.68,1093.0,0.88,1492.75,1181.6,1.0,1342.68,1190.35,1.0,1535.87,1320.08,0.99,1293.42,1331.46,0.98,1602.27,1408.11,0.99,1273.84,1427.41,0.97,1458.06,1389.7,1.0,1354.89,1395.37,1.0,1612.7,1445.73,0.99,1327.13,1460.29,0.99,1415.78,1487.94,0.97,1434.57,1486.31,0.97,0.03700470484586414,-1.4158710680377644,0.12039218474019985,-1.4993552290682104,-0.04918652799564417,-1.4934576797655383,0.23974504726722212,-1.4630031218910846,-0.1633669497408152,-1.4479692052260773,0.41705825089181564,-1.0196717722615476,-0.3083886539048773,-0.9773737752136962,0.625502780343627,-0.3502515858402369,-0.5465142921422672,-0.2952400193940022,0.9464841522267515,0.07529043474517579,-0.6411651243933458,0.16858773109072328,0.24936482031010493,-0.013704551043502945,-0.24936482031010385,0.013704551043504043,0.9969033647077908,0.25714765176691023,-0.3835582372299159,0.32753151885453474,0.0449808985748869,0.46119318952574573,0.13581282594964428,0.4533136769328312
14,0.467,1414.3,1099.67,0.99,1431.66,1082.21,0.99,1396.33,1083.56,0.99,1456.58,1089.48,0.87,1372.49,1092.83,0.88,1493.14,1181.82,1.0,1341.92,1190.6,1.0,1535.7,1320.46,0.99,1292.9,1332.8,0.98,1602.09,1408.14,0.99,1273.15,1427.03,0.97,1458.73,1390.8,1.0,1354.5,1396.24,1.0,1612.22,1446.36,0.99,1321.99,1458.62,0.99,1417.0,1487.84,0.97,1430.77,1486.47,0.97,0.03701881408225829,-1.4154819151687277,0.1206423160299503,-1.4995871193165786,-0.049543071286406275,-1.4930841396144257,0.24068250430970012,-1.464567369364982,-0.1643808758044337,-1.448430345659639,0.4167928286880188,-1.0197635577376887,-0.3116372383931964,-0.9774701045636836,0.6218052850759072,-0.3519316274365397,-0.5477676569113895,-0.29248957593685626,0.941607375761807,0.07042486166332132,-0.6429038414428933,0.16141840727345266,0.2510391016131301,-0.013102299844338876,-0.2510391016131301,0.013102299844338876,0.9904038086379662,0.2545314425642861,-0.4076404868849876,0.3135881323038423,0.05002477348656535,0.45434151519045207,0.11635516644853015,0.4477421950482673
15,0.5,1414.24,1099.57,0.99,1431.55,1082.18,0.99,1396.44,1083.49,0.99,1456.38,1089.51,0.88,1372.91,1092.78,0.88,1492.92,1181.66,1.0,1342.57,1190.68,1.0,1535.63,1319.9,0.99,1293.59,1331.98,0.98,1601.83,1407.28,0.99,1273.52,1427.08,0.97,1457.88,1391.07,1.0,1354.13,1396.72,1.0,1610.27,1447.01,0.99,1321.13,1461.48,0.99,1416.79,1487.56,0.97,1429.82,1485.98,0.96,0.03958059650798723,-1.4146398381558574,0.12277915455938555,-1.49822290716301,-0.04597309114740797,-1.4919265402625288,0.24212174245171597,-1.4629920908419964,-0.1590673760087255,-1.4472752055255278,0.41774712149262305,-1.020083533682182,-0.304893155978653,-0.9767299234208525,0.6230279079961029,-0.355648602138257,-0.5403099886393985,-0.29758744781931484,0.9412107238830221,0.06433348928468915,-0.63677417466433,0.15949995083394902,0.24933132287211446,-0.013578043125084044,-0.24933132287211446,0.013578043125084044,0.9817766297151312,0.2552912426863106,-0.4079420921208813,0.3248396618084215,0.05183688322266445,0.45019023338441627,0.11446410514119254,0.4425961420082635
16,0.533,1414.41,1099.69,0.99,1431.73,1082.29,0.99,1396.58,1083.55,0.99,1456.44,1089.6,0.88,1372.96,1092.76,0.88,1492.94,1181.55,1.0,1342.73,1190.08,1.0,1535.66,1319.92,0.99,1293.48,1331.26,0.98,1601.94,1407.43,0.99,1273.83,1427.13,0.97,1458.05,1389.93,1.0,1354.65,1395.36,1.0,1611.29,1447.08,0.99,1324.21,1460.71,0.99,1416.55,1487.31,0.97,1434.07,1484.92,0.96,0.0389092608230468,-1.4142261171731298,0.12252072452716015,-1.4982237770144455,-0.047164203255726844,-1.4921411878535227,0.24180705640525782,-1.4629351049776633,-0.16118861276445406,-1.4476803575582058,0.4180090440034188,-1.0190509197817479,-0.3071224781094516,-0.9778727566526436,0.6242377812689925,-0.3510764259746916,-0.5448744750740935,-0.29633312352638663,0.9442012809403928,0.07137387360654314,-0.6397339012741998,0.16647467239240013,0.2495792536664365,-0.013106531406273773,-0.24957925366643538,0.013106531406273773,0.9893379544758116,0.2627823341070105,-0.3965268838715869,0.3285805009827079,0.04924000749318494,0.45699071660218915,0.13381696154030212,0.4454531070032965
17,0.567,1414.35,1099.41,0.99,1431.56,1081.99,0.99,1396.5,1083.43,0.99,1456.34,1089.46,0.88,1373.07,1093.01,0.87,1493.17,1181.45,1.0,1343.1,1190.39,1.0,1535.85,1319.9,0.99,1293.21,1331.09,0.98,1602.94,1408.8,0.99,1273.29,1426.22,0.97,1457.95,1389.78,1.0,1354.7,1395.32,1.0,1610.61,1448.29,0.99,1325.48,1462.6,0.99,1414.37,1488.42,0.97,1433.3,1484.45,0.96,0.03877425484797817,-1.4163595097989419,0.1219275166465722,-1.5005274249954272,-0.04747128397275935,-1.4935698016956027,0.24165661759771417,-1.4644347541275888,-0.16067761308031653,-1.4472822800203835,0.419607496856414,-1.0199682490228446,-0.3054831480079086,-0.9767730043697688,0.6258237207706483,-0.35102175884182635,-0.5465358052497352,-0.29695522778277633,0.9499813229825991,0.07851484626537769,-0.6427829275639709,0.16268276146186292,0.24943562698154603,-0.01338376148646737,-0.24943562698154603,0.01338376148646737,0.9870403304198566,0.26931800189736327,-0.390617399773813,0.3384593834393664,0.038870888504920084,0.46321343455149344,0.13033464480052653,0.44403165364850566
18,0.6,1414.31,1099.18,0.99,1431.55,1081.78,0.99,1396.39,1083.19,0.99,1456.38,1089.27,0.88,1372.84,1092.79,0.87,1493.22,1181.62,1.0,1342.83,1190.47,1.0,1535.39,1320.04,0.99,1293.28,1331.5,0.98,1602.92,1409.16,0.99,1273.34,1426.44,0.97,1457.73,1390.21,1.0,1354.03,1395.68,1.0,1610.87,1448.08,0.99,1321.89,1461.84,0.99,1414.84,1487.55,0.97,1432.34,1485.85,0.96,0.040674306009702926,-1.4174006530178667,0.12385639801531294,-1.501354736596615,-0.04578875018174242,-1.4945515608583368,0.24365984027165333,-1.4652158810790965,-0.15941625985297966,-1.4482320664700625,0.4214108999866571,-1.0196319949585586,-0.30421292928965915,-0.9769312110693672,0.6248789289818183,-0.3517627852476225,-0.5432890695958059,-0.29646888882161937,0.9507076223193379,0.07823652099019483,-0.6394985193981184,0.16161161088908915,0.250173519170004,-0.01319623095332679,-0.25017351917000513,0.013196230953325692,0.989065953609627,0.26602347115599106,-0.4052473264240825,0.33241474644585145,0.04323152809572212,0.45646414235444976,0.1276681064076812,0.44826173188985924
19,0.633,1414.38,1099.26,0.99,1431.68,1081.91,0.99,1396.62,1083.29,0.99,1456.57,1089.28,0.88,1373.14,1092.65,0.88,1493.36,1181.63,1.0,1342.91,1190.15,1.0,1535.71,1320.09,0.99,1293.26,1330.82,0.98,1602.33,1408.48,0.99,1273.54,1427.2,0.97,1458.01,1391.07,1.0,1354.22,1396.36,1.0,1610.99,1448.01,0.99,1321.26,1461.49,0.99,1415.99,1488.85,0.96,1431.69,1485.31,0.96,0.03970268651152617,-1.4144772603449842,0.12280691841102921,-1.497821677885815,-0.045611253288196145,-1.4911925541851616,0.24237133066412894,-1.4624183143540619,-0.15840243045584465,-1.4462298021285511,0.4190999255533036,-1.0187954348211636,-0.3036186692027802,-0.9778678015388651,0.6225371637581576,-0.35367335685554496,-0.5421230110415284,-0.3021295182265466,0.942560512263643,0.0709268198841719,-0.6368522279813091,0.16085232399739174,0.24928867713437688,-0.012705820426253445,-0.24928867713437688,0.012705820426253445,0.9841606653416607,0.26081758791812343,-0.4076190518978237,0.3255716368201642,0.04743666416228871,0.45700121975486946,0.12285495553929478,0.43999607634884413
20,0.667,1414.24,1099.11,0.99,1431.53,1081.76,0.99,1396.5,1083.16,0.99,1456.53,1089.11,0.88,1373.13,1092.57,0.87,1493.3,1181.54,1.0,1343.04,1190.2,1.0,1535.99,1320.17,0.99,1293.45,1330.87,0.98,1602.29,1407.77,0.99,1273.53,1426.22,0.97,1458.06,1390.86,1.0,1354.46,1396.22,1.0,1609.72,1447.24,0.99,1321.22,1461.1,0.99,1415.97,1488.67,0.97,1430.89,1485.66,0.96,0.03836331106281247,-1.4154523403789288,0.12148381836557245,-1.4988612936295294,-0.04692054084875295,-1.4921308881799127,0.2416696299658619,-1.4635266650190446,-0.15927023753270297,-1.4468929486935644,0.41843892166756746,-1.0191756823704543,-0.303925880374812,-0.9775433172321136,0.6236682135562219,-0.35272131988452887,-0.5423264562651458,-0.30128179251960585,0.9424009859201893,0.06840976396288483,-0.6380905109482566,0.15710689292389862,0.24902500163579946,-0.012883919003551332,-0.24902500163579946,0.012883919003551332,0.9781202091277956,0.2581591233174219,-0.4088240567395443,0.3247901372686219,0.046680169225552584,0.45733105030142185,0.11840706158860566,0.44286067858474704
